@relation mozilla4-weka.filters.unsupervised.attribute.Remove-R1

@attribute start numeric
@attribute end numeric
@attribute event numeric
@attribute size numeric
@attribute state {0,1}

@data
788863,809853,1,551,1
809853,824157,1,551,1
824157,1018296,1,551,1
1018296,1020172,1,551,1
1020172,1065678,1,539,1
1065678,1072167,1,539,1
1072167,1104901,1,539,1
1104901,1212058,1,539,1
1212058,1226135,1,539,1
1226135,1227206,1,539,1
1227206,1243177,1,539,1
1243177,1256642,0,532,1
0,1046814,0,254,0
0,214314,0,115,0
0,15216,1,134,0
15216,192765,1,134,1
192765,273202,1,134,1
273202,412972,1,168,1
412972,1484443,1,163,1
1484443,1487905,1,197,1
1487905,1488315,0,196,1
1488315,1499669,1,197,1
1499669,1499721,0,183,1
1499721,1499722,0,197,1
1499722,1499817,0,198,1
1499817,1835898,0,197,1
0,340582,1,107,0
340582,547103,0,97,1
547103,552243,1,101,1
552243,554672,1,97,1
554672,718520,0,96,1
0,1232221,0,51,0
0,547246,0,44,0
0,171275,0,38,0
0,617669,0,147,0
0,322880,1,42,0
322880,547245,0,64,1
0,192573,1,63,0
192573,211459,1,48,1
211459,292117,0,10,1
292117,300270,0,130,1
300270,510060,1,189,1
510060,590478,1,174,1
590478,913435,0,174,1
913435,1292401,1,174,1
1292401,1540745,0,174,1
0,958,1,106,0
958,5848,1,106,1
5848,122171,0,104,1
0,997834,0,54,0
997834,1376800,1,51,0
1376800,1595707,1,51,1
1595707,1625143,0,51,1
0,62277,1,170,0
62277,173839,1,143,1
173839,373064,1,146,1
373064,388737,1,139,1
388737,424929,1,190,1
424929,430777,1,230,1
430777,547243,0,226,1
547243,560589,1,1351,1
560589,617546,1,1309,1
617546,636618,1,1323,1
636618,717091,0,1319,1
717091,718516,0,1208,1
0,8448,1,1203,0
8448,16246,0,1154,1
16246,27486,0,1157,1
27486,29256,0,1137,1
29256,46589,1,1137,1
46589,50143,1,1139,1
50143,189815,1,1049,1
189815,282487,0,1047,1
282487,1016300,1,1052,1
1016300,1248463,0,1155,1
0,120805,1,84,0
120805,472426,0,84,1
0,120805,1,85,0
120805,472426,0,85,1
0,36355,0,13,0
0,201394,1,229,0
201394,201410,1,174,1
201410,950195,1,174,1
950195,968907,0,169,1
0,201394,1,229,0
201394,201410,1,174,1
201410,964159,1,174,1
964159,1918201,0,169,1
0,16,1,123,0
16,767514,0,123,1
0,16,1,123,0
16,1015137,1,123,1
1015137,1716807,0,124,1
0,76029,0,15,0
0,562697,1,29,0
562697,734349,0,25,1
0,8782,1,122,0
8782,1807484,0,116,1
0,9108,1,154,0
9108,1807484,0,341,1
0,550,1,77,0
550,384947,0,77,1
0,194911,0,22,0
194911,616039,1,15,0
616039,1082458,0,15,1
0,195236,1,22,0
195236,519139,1,15,1
519139,982646,1,15,1
982646,1368280,1,15,1
1368280,1719901,0,15,1
0,325297,1,283,0
325297,396239,1,286,1
396239,478154,1,290,1
478154,580241,0,281,1
580241,580251,0,282,1
580251,580674,1,289,1
580674,583015,0,288,1
583015,583071,0,289,1
583071,583163,0,288,1
583163,583195,1,289,1
583195,601713,0,288,1
601713,603847,0,289,1
603847,609352,0,288,1
609352,662633,1,290,1
662633,791709,0,326,1
0,227742,1,283,0
227742,396208,1,286,1
396208,478154,1,290,1
478154,580241,0,281,1
580241,580251,0,282,1
580251,580720,1,289,1
580720,583015,0,288,1
583015,583071,0,289,1
583071,583163,0,288,1
583163,583195,1,289,1
583195,601713,0,288,1
601713,603847,0,289,1
603847,609348,0,288,1
609348,662657,1,290,1
662657,691243,1,326,1
691243,823529,1,326,1
823529,1076876,1,327,1
1076876,1086154,1,327,1
1086154,1203147,1,333,1
1203147,1291471,1,319,1
1291471,1428496,0,322,1
0,19,1,35,0
19,180019,0,116,1
0,19,1,35,0
19,79553,1,123,1
79553,465187,1,123,1
465187,816808,0,123,1
0,325297,1,396,0
325297,478154,1,396,1
478154,540747,1,384,1
540747,662638,1,385,1
662638,791714,0,417,1
0,227742,1,396,0
227742,478154,1,396,1
478154,540747,1,384,1
540747,662662,1,385,1
662662,691248,1,417,1
691248,994848,1,417,1
994848,1076881,1,396,1
1076881,1203152,1,396,1
1203152,1428501,0,386,1
0,19,1,26,0
19,1517,1,235,1
1517,180019,0,235,1
0,19,1,26,0
19,1517,1,235,1
1517,79553,1,235,1
79553,465187,1,235,1
465187,627955,1,235,1
627955,816808,0,191,1
0,19,1,18,0
19,180019,0,122,1
0,19,1,18,0
19,79553,1,138,1
79553,340151,0,138,1
340151,465186,1,128,1
465186,816807,0,128,1
0,194911,0,22,0
194911,616039,1,15,0
616039,1082458,0,15,1
0,195236,1,22,0
195236,519139,1,15,1
519139,982646,1,15,1
982646,1368280,1,15,1
1368280,1719901,0,15,1
0,194911,0,22,0
194911,328317,1,15,0
328317,616039,1,21,1
616039,1082458,0,21,1
0,195236,1,22,0
195236,328972,1,15,1
328972,519139,1,21,1
519139,982646,1,21,1
982646,1368280,1,21,1
1368280,1719901,0,21,1
0,46,1,22,0
46,7052,0,158,1
7052,10706,1,158,1
10706,12217,1,158,1
12217,192217,0,150,1
0,46,1,22,0
46,7066,1,158,1
7066,10706,1,158,1
10706,12217,1,158,1
12217,91751,1,150,1
91751,199906,1,150,1
199906,477384,1,152,1
477384,665785,1,152,1
665785,713450,1,146,1
713450,829004,0,146,1
0,846,1,87,0
846,53509,0,1042,1
53509,54488,1,1048,1
54488,90545,1,1050,1
90545,182356,0,1059,1
0,846,1,87,0
846,53510,0,1055,1
53510,54484,0,1061,1
54484,81891,1,1063,1
81891,90546,1,1063,1
90546,286010,1,1072,1
286010,286049,1,1051,1
286049,286301,1,1053,1
286301,342487,0,1053,1
342487,371397,1,999,1
371397,467522,1,999,1
467522,580717,1,999,1
580717,582669,1,999,1
582669,628175,1,1002,1
628175,630288,1,1003,1
630288,819141,0,977,1
0,846,1,15,0
846,53509,0,92,1
53509,182357,0,94,1
0,846,1,15,0
846,53510,0,92,1
53510,81891,1,94,1
81891,286010,1,94,1
286010,286302,1,98,1
286302,342488,0,98,1
342488,467523,1,98,1
467523,630291,1,98,1
630291,819144,0,82,1
0,1909390,0,28,0
0,227025,0,629,0
227025,282635,1,632,0
282635,355783,1,633,1
355783,367633,1,633,1
367633,392740,1,633,1
392740,402171,0,633,1
402171,476976,0,633,1
0,2664,1,119,0
2664,78788,1,119,1
78788,78808,1,124,1
78808,80282,1,124,1
80282,80351,0,119,1
80351,81756,1,124,1
81756,87568,1,119,1
87568,226682,1,119,1
226682,226692,1,119,1
226692,226694,1,119,1
226694,226787,1,118,1
226787,401622,1,118,1
401622,403431,0,118,1
403431,490412,1,117,1
490412,1016793,1,116,1
1016793,1049510,0,116,1
0,487991,0,8,0
0,61655,1,9,0
61655,1059709,0,9,1
0,3824,1,20,0
3824,31436,1,20,1
31436,1247674,0,20,1
0,60100,1,20,0
60100,282491,0,20,1
0,81991,0,1,0
0,1784412,0,1,0
0,81991,0,7,0
0,1784412,0,7,0
0,465461,0,52,0
0,38990,1,41,0
38990,49848,0,41,1
0,73,1,528,0
73,1367,1,529,1
1367,14127,1,535,1
14127,94795,1,552,1
94795,100300,1,573,1
100300,100395,1,573,1
100395,102836,1,579,1
102836,155527,1,585,1
155527,155608,1,655,1
155608,155672,1,655,1
155672,211532,1,655,1
211532,393336,1,658,1
393336,403431,0,664,1
403431,487984,0,683,1
0,490420,1,65,0
490420,1059709,0,63,1
0,137853,1,40,0
137853,206972,1,42,1
206972,626545,0,44,1
0,740339,1,83,0
740339,760349,1,83,1
760349,790631,1,83,1
790631,1104289,0,83,1
1104289,1431067,1,83,1
1431067,1863556,0,83,1
0,3260,1,77,0
3260,22384,0,81,1
0,1441172,0,67,0
0,1441172,0,58,0
0,1441172,0,42,0
0,156403,1,390,0
156403,1261052,1,350,1
1261052,1405495,0,111,1
0,26835,1,22,0
26835,459324,0,22,1
0,943536,0,69,0
0,1247675,0,3,0
0,282491,0,3,0
0,1136111,0,3,0
0,282491,0,3,0
0,334286,1,266,0
334286,1338416,0,295,1
1338416,1375075,1,290,1
1375075,1684864,0,290,1
1684864,1717381,1,292,1
1717381,1726219,1,292,1
1726219,1965724,0,295,1
0,175968,1,238,0
175968,397756,1,238,1
397756,1051203,0,236,1
1051203,1820685,0,159,1
0,175968,1,158,0
175968,1820685,0,158,1
0,116153,1,257,0
116153,292121,1,257,1
292121,513909,1,256,1
513909,1936838,0,251,1
0,175968,1,262,0
175968,1820685,0,261,1
0,1338416,0,80,0
1338416,1717382,1,77,0
1717382,1867862,1,77,1
1867862,1965725,0,78,1
0,274150,1,77,0
274150,1364756,1,75,1
1364756,1384070,0,47,1
0,138345,1,218,0
138345,442273,1,353,1
442273,565908,0,944,1
0,138345,1,8,0
138345,442273,1,13,1
442273,565908,0,20,1
0,1403434,0,50,0
0,105326,0,9,0
0,487991,0,19,0
0,1965727,0,256,0
0,475147,0,256,0
0,493807,1,26,0
493807,493976,0,15,1
0,475147,0,4,0
0,493807,1,26,0
493807,493976,0,15,1
0,475147,0,4,0
0,466,0,17,0
466,844749,0,17,0
844749,1044127,1,17,0
1044127,1223714,1,17,1
1223714,1472058,0,17,1
0,466,0,17,0
466,844749,0,17,0
844749,1044127,1,17,0
1044127,1223714,1,17,1
1223714,1472058,0,17,1
0,544954,0,17,0
0,569289,0,9,0
0,87344,0,399,0
87344,404439,1,401,0
404439,1788555,0,404,1
0,30825,1,210,0
30825,38595,1,221,1
38595,72964,1,229,1
72964,260156,0,241,1
260156,546913,0,243,1
0,1136111,0,20,0
0,58,1,20,0
58,156,1,20,1
156,5686,1,20,1
5686,60098,1,20,1
60098,282489,0,20,1
0,122767,0,40,0
0,14129,1,53,0
14129,403438,0,55,1
403438,490419,1,57,1
490419,1049518,0,56,1
0,465461,0,18,0
0,49849,0,12,0
0,138,0,52,0
138,11106,1,78,0
11106,12457,1,66,1
12457,12599,0,64,1
12599,227354,0,66,1
0,14129,1,48,0
14129,403438,0,49,1
403438,490419,1,58,1
490419,1049518,0,52,1
0,465461,0,48,0
0,1691,1,16,0
1691,1072925,0,16,1
0,138,0,19,0
138,11106,1,43,0
11106,12457,1,33,1
12457,12599,0,29,1
12599,181469,1,33,1
181469,227354,0,33,1
0,138,0,19,0
138,11106,1,43,0
11106,12457,1,33,1
12457,12599,0,29,1
12599,227354,0,33,1
0,122767,0,40,0
0,465461,0,18,0
0,49849,0,8,0
0,138,0,52,0
138,11106,1,78,0
11106,12457,1,66,1
12457,12599,0,64,1
12599,227354,0,66,1
0,465461,0,48,0
0,1413202,0,72,0
0,138331,1,316,0
138331,752718,1,309,1
752718,1809995,0,300,1
0,197093,1,359,0
197093,811480,1,351,1
811480,1026024,1,345,1
1026024,1113149,1,367,1
1113149,1602762,0,372,1
1602762,1868756,0,371,1
0,614387,1,548,0
614387,762550,1,542,1
762550,828930,1,543,1
828930,1529011,0,540,1
1529011,1671663,0,526,1
0,96471,0,538,0
96471,148787,1,543,0
148787,186017,0,534,1
186017,763173,1,538,1
763173,848607,0,537,1
848607,977716,1,532,1
977716,1820449,0,532,1
0,90920,1,387,0
90920,150917,1,402,1
150917,296072,1,410,1
296072,548346,0,517,1
548346,614386,1,494,1
614386,614565,0,488,1
614565,828929,1,490,1
828929,1671662,0,485,1
0,197093,1,231,0
197093,236154,1,227,1
236154,243175,1,237,1
243175,811479,1,238,1
811479,952868,1,232,1
952868,1026022,1,251,1
1026022,1602761,0,251,1
1602761,1868755,0,265,1
0,15615,1,398,0
15615,1687279,0,376,1
0,1571690,0,46,0
0,32968,0,39,0
32968,1680602,0,39,0
0,500875,1,143,0
500875,569592,1,150,1
569592,643147,1,150,1
643147,1325772,0,171,1
0,5492,1,171,0
5492,24461,0,171,1
0,650719,0,189,0
0,1556796,0,24,0
0,3196,1,267,0
3196,6068,0,261,1
6068,39036,0,261,1
39036,1686670,0,137,1
0,1885431,0,224,0
0,1615529,1,113,0
1615529,1883514,0,123,1
0,18845,0,123,0
0,501969,0,143,0
501969,569592,1,150,0
569592,643209,1,150,1
643209,1344746,0,171,1
0,96,1,640,0
96,614386,1,650,1
614386,828930,1,644,1
828930,1084336,0,645,1
1084336,1491308,1,616,1
1491308,1671663,0,605,1
0,2596,1,11,0
2596,1644488,0,12,1
0,197093,1,339,0
197093,224631,1,328,1
224631,226864,1,343,1
226864,811478,1,355,1
811478,1026022,1,345,1
1026022,1868755,0,346,1
0,197093,1,246,0
197093,224631,1,229,1
224631,226864,1,228,1
226864,811478,1,229,1
811478,1026022,1,218,1
1026022,1868755,0,218,1
0,238648,1,17,0
238648,624282,1,17,1
624282,975903,0,17,1
0,1625334,0,76,0
0,1081177,1,207,0
1081177,1135577,1,201,1
1135577,1211774,0,210,1
0,497168,0,19,0
497168,1556878,0,260,0
0,442361,1,15,0
442361,1552251,0,119,1
0,6062,0,15,0
6062,446973,1,15,0
446973,497153,0,16,1
497153,1556863,0,16,1
0,189969,0,15,0
0,1796371,0,88,0
0,974073,0,44,0
0,1523250,1,22,0
1523250,1667522,1,27,1
1667522,1840062,0,27,1
1840062,1867595,0,27,1
0,676277,1,174,0
676277,1556594,0,158,1
0,236244,1,30,0
236244,311001,1,43,1
311001,1867596,0,44,1
0,1356521,1,264,0
1356521,1556594,0,206,1
0,32064,1,433,0
32064,236243,1,417,1
236243,311000,1,431,1
311000,1429878,1,544,1
1429878,1867595,0,946,1
0,697055,0,52,0
0,1642511,0,67,0
0,311002,1,614,0
311002,1523250,1,621,1
1523250,1867596,0,715,1
0,1523250,1,147,0
1523250,1667522,1,141,1
1667522,1867595,0,141,1
0,61,1,474,0
61,585,0,475,1
585,32064,1,475,1
32064,37223,1,475,1
37223,37379,1,459,1
37379,236243,1,479,1
236243,1596560,1,435,1
1596560,1867596,0,431,1
0,41665,0,74,0
0,41665,0,19,0
0,41600,0,15,0
0,41600,0,22,0
0,41600,0,19,0
0,1164,1,16,0
1164,41600,0,16,1
0,5300,1,65,0
5300,41665,0,62,1
0,41600,0,15,0
0,41665,0,9,0
0,41600,0,23,0
0,41600,0,17,0
0,41600,0,16,0
0,41665,0,17,0
0,785,1,18,0
785,41599,0,18,1
0,5300,1,59,0
5300,41665,0,60,1
0,5300,1,5,0
5300,41665,0,6,1
0,5300,1,196,0
5300,16929,1,197,1
16929,41664,0,203,1
0,41665,0,13,0
0,64,1,78,0
64,5299,1,78,1
5299,41664,0,79,1
0,5134,1,48,0
5134,41499,0,50,1
0,41600,0,18,0
0,41600,0,26,0
0,41600,0,19,0
0,41600,0,26,0
0,41600,0,21,0
0,41665,0,70,0
0,41600,0,31,0
0,41665,0,26,0
0,1164,1,16,0
1164,41600,0,16,1
0,41600,0,27,0
0,41600,0,22,0
0,41600,0,20,0
0,41600,0,16,0
0,41600,0,27,0
0,41600,0,16,0
0,1278,0,43,0
1278,41600,0,43,0
0,5300,1,80,0
5300,41665,0,81,1
0,5300,1,45,0
5300,41665,0,47,1
0,1278,0,30,0
1278,41600,0,30,0
0,41600,0,18,0
0,41600,0,15,0
0,41600,0,15,0
0,41600,0,34,0
0,766911,0,48,0
766911,927799,0,23,0
927799,1145876,1,23,0
1145876,1394220,0,23,1
0,50482,1,507,0
50482,269352,0,537,1
0,564843,1,187,0
564843,1031302,0,190,1
0,18907,0,374,0
18907,44116,1,542,0
44116,53239,1,641,1
53239,58823,1,679,1
58823,69010,1,680,1
69010,89275,1,680,1
89275,91075,1,694,1
91075,122268,1,731,1
122268,141434,1,739,1
141434,155768,1,733,1
155768,219027,1,733,1
219027,303424,1,733,1
303424,824579,1,715,1
824579,825697,1,752,1
825697,941307,1,747,1
941307,972185,1,843,1
972185,989733,1,848,1
989733,1011948,1,848,1
1011948,1011950,1,861,1
1011950,1037213,1,856,1
1037213,1053332,1,830,1
1053332,1078152,1,730,1
1078152,1120539,1,734,1
1120539,1133481,1,755,1
1133481,1154154,1,750,1
1154154,1168044,1,769,1
1168044,1214379,1,750,1
1214379,1220582,1,851,1
1220582,1250666,1,850,1
1250666,1505595,0,847,1
0,13914,1,204,0
13914,219031,1,210,1
219031,1053297,1,14,1
1053297,1505609,0,15,1
0,19478,1,6,0
19478,1525088,0,7,1
0,585712,1,29,0
585712,638568,1,31,1
638568,825702,1,33,1
825702,972190,1,41,1
972190,998275,1,39,1
998275,1053339,1,37,1
1053339,1505607,0,37,1
0,1505610,0,7,0
0,46271,1,814,0
46271,108205,1,808,1
108205,128293,0,852,1
128293,272599,1,853,1
272599,312489,1,857,1
312489,486541,1,858,1
486541,636919,0,859,1
0,226098,1,836,0
226098,1170450,1,835,1
1170450,1209036,1,823,1
1209036,1269968,0,823,1
0,36530,1,4282,0
36530,70375,1,4282,1
70375,88048,1,4254,1
88048,99401,1,4256,1
99401,126281,0,4316,1
126281,126523,1,4383,1
126523,266403,1,4390,1
266403,322374,1,4425,1
322374,339800,1,4438,1
339800,351567,0,4479,1
351567,401401,1,4498,1
401401,403053,1,4532,1
403053,413407,1,4527,1
413407,453625,1,4531,1
453625,479404,0,4523,1
479404,645168,1,4534,1
645168,832569,1,4548,1
832569,832824,1,4474,1
832824,921858,0,4482,1
921858,962087,1,4501,1
962087,1012983,1,4497,1
1012983,1025056,1,4605,1
1025056,1036538,1,4594,1
1036538,1058136,1,4595,1
1058136,1080107,1,4595,1
1080107,1117183,1,4600,1
1117183,1117678,1,4558,1
1117678,1126544,0,4599,1
1126544,1129524,1,4749,1
1129524,1130279,1,4708,1
1130279,1133161,1,4749,1
1133161,1151960,1,4708,1
1151960,1164918,1,4714,1
1164918,1208241,1,4693,1
1208241,1265377,1,4688,1
1265377,1266900,0,4656,1
1266900,1306532,1,4542,1
1306532,1315983,1,4554,1
1315983,1316247,1,4543,1
1316247,1330224,1,4549,1
1330224,1344291,0,4683,1
1344291,1370625,1,4725,1
1370625,1373426,1,4726,1
1373426,1397755,1,4710,1
1397755,1427385,1,4710,1
1427385,1436031,1,4714,1
1436031,1478804,1,4720,1
1478804,1552275,1,5050,1
1552275,1580888,1,5100,1
1580888,1599299,1,5138,1
1599299,1608295,1,5154,1
1608295,1609988,1,5172,1
1609988,1621353,1,5282,1
1621353,1637443,1,5296,1
1637443,1639905,1,5322,1
1639905,1669469,1,5332,1
1669469,1669545,0,5391,1
1669545,1681855,1,5357,1
1681855,1683152,1,5515,1
1683152,1879087,1,5564,1
1879087,1879397,1,5578,1
1879397,1880520,1,5579,1
1880520,1903808,0,5434,1
0,459,1,132,0
459,1190343,1,132,1
1190343,1716150,0,109,1
0,1086173,1,105,0
1086173,1683462,0,127,1
0,33651,1,671,0
33651,34795,1,680,1
34795,587837,0,762,1
0,50496,1,135,0
50496,50609,1,133,1
50609,51681,1,132,1
51681,1584570,1,139,1
1584570,1887429,0,177,1
0,1726647,0,50,0
0,7091,0,260,0
7091,1052475,0,264,0
0,140348,0,1086,0
0,60550,1,40,0
60550,493039,0,42,1
0,290500,0,14,0
290500,751380,1,100,0
751380,1422098,1,100,1
1422098,1854587,0,100,1
0,23026,1,1284,0
23026,56797,1,1326,1
56797,284843,1,1319,1
284843,323440,1,1349,1
323440,336535,1,1386,1
336535,405415,1,1391,1
405415,420267,1,1365,1
420267,424201,0,1365,1
424201,441375,0,1370,1
441375,471029,0,1367,1
471029,486045,0,1367,1
486045,527374,0,1370,1
527374,624091,0,1374,1
624091,834034,1,1372,1
834034,840376,1,1376,1
840376,1073839,1,1376,1
1073839,1119984,1,1390,1
1119984,1123001,1,1410,1
1123001,1433718,0,1411,1
1433718,1476999,0,1479,1
1476999,1594951,1,1485,1
1594951,1603620,1,1495,1
1603620,1608961,1,1501,1
1608961,1610746,1,1516,1
1610746,1665841,1,1530,1
1665841,1791556,1,1538,1
1791556,1794901,1,1599,1
1794901,1858710,0,1592,1
1858710,1858712,0,1586,1
1858712,1910440,0,1586,1
0,109785,0,39,0
0,269419,0,93,0
269419,807236,1,81,0
807236,1022144,0,81,1
1022144,1273654,0,81,1
0,269419,0,104,0
269419,709682,1,87,0
709682,1021989,1,87,1
1021989,1173188,1,87,1
1173188,1420164,1,87,1
1420164,1558821,1,87,1
1558821,1773571,1,87,1
1773571,1910441,0,87,1
0,51728,0,35,0
0,107,0,94,0
107,217974,1,90,0
217974,1726818,0,80,1
0,317,0,124,0
317,21634,1,126,0
21634,362689,1,124,1
362689,539958,1,126,1
539958,709343,1,127,1
709343,709775,1,126,1
709775,795177,0,127,1
0,317,0,188,0
317,21634,1,192,0
21634,29314,1,190,1
29314,39833,1,206,1
39833,362688,1,208,1
362688,529020,1,212,1
529020,760147,0,212,1
760147,795176,0,212,1
0,21635,1,83,0
21635,362690,1,81,1
362690,795179,0,83,1
0,364272,0,41,0
0,336771,1,245,0
336771,894682,1,214,1
894682,1338416,0,227,1
1338416,1489290,1,255,1
1489290,1540714,1,263,1
1540714,1602189,1,269,1
1602189,1717381,1,263,1
1717381,1728219,1,263,1
1728219,1821808,1,262,1
1821808,1889499,1,265,1
1889499,1965723,0,258,1
0,1338416,0,158,0
1338416,1717382,1,159,0
1717382,1887206,0,159,1
0,39,1,97,0
39,317,0,97,1
317,21634,1,97,1
21634,362689,1,95,1
362689,629625,1,97,1
629625,795178,0,110,1
0,299697,0,102,0
0,933184,1,50,0
933184,1338415,0,44,1
1338415,1717381,1,44,1
1717381,1965725,0,44,1
0,497789,1,39,0
497789,755412,1,37,1
755412,786970,1,37,1
786970,1272230,1,37,1
1272230,1272451,1,40,1
1272451,1275094,1,37,1
1275094,1426127,1,40,1
1426127,1734432,1,40,1
1734432,1834956,1,37,1
1834956,1858616,0,37,1
0,138021,1,26,0
138021,532355,1,26,1
532355,808739,1,32,1
808739,1241228,0,32,1
0,88,1,27,0
88,262202,0,27,1
0,88,1,87,0
88,262202,0,87,1
0,21635,1,70,0
21635,362690,1,63,1
362690,795179,0,65,1
0,34,1,367,0
34,7368,1,367,1
7368,21633,1,367,1
21633,237989,1,365,1
237989,238872,1,377,1
238872,272135,1,377,1
272135,362688,1,378,1
362688,410189,1,377,1
410189,479650,1,377,1
479650,499760,1,393,1
499760,529018,1,393,1
529018,547265,1,406,1
547265,795175,0,406,1
0,1483,0,107,0
0,101824,1,310,0
101824,191078,0,340,1
191078,232737,1,342,1
232737,388644,0,349,1
0,633906,0,67,0
0,1338416,0,62,0
1338416,1438363,1,61,0
1438363,1537793,1,57,1
1537793,1717380,1,56,1
1717380,1936310,1,56,1
1936310,1965723,0,56,1
0,475147,0,62,0
0,60680,0,358,0
60680,620859,0,348,0
0,16854,0,370,0
16854,201412,1,385,0
201412,554340,1,398,1
554340,579391,1,410,1
579391,711082,0,410,1
711082,738308,1,412,1
738308,844657,1,397,1
844657,1082056,1,414,1
1082056,1151766,1,448,1
1151766,1177665,0,466,1
0,1847,0,351,0
0,179491,1,108,0
179491,418080,1,108,1
418080,1822001,0,99,1
0,20384,1,26,0
20384,40629,0,27,1
0,20384,1,26,0
20384,204896,1,27,1
204896,242177,0,28,1
242177,340600,1,33,1
340600,910580,1,30,1
910580,1288828,1,32,1
1288828,1420206,1,31,1
1420206,1447406,1,32,1
1447406,1594666,1,31,1
1594666,1728714,1,34,1
1728714,1886763,0,36,1
0,20384,1,26,0
20384,40629,0,27,1
0,20384,1,26,0
20384,204896,1,27,1
204896,242177,0,28,1
242177,786449,0,33,1
0,597937,0,26,0
0,8824,1,574,0
8824,47182,0,575,1
47182,59894,0,566,1
59894,60678,0,535,1
60678,620857,0,535,1
0,1165,0,898,0
1165,4172,1,900,0
4172,5840,0,931,1
5840,16853,0,936,1
16853,17038,1,984,1
17038,106480,0,986,1
106480,201410,1,1013,1
201410,547171,1,1021,1
547171,554337,1,1021,1
554337,579388,1,1024,1
579388,711079,0,1024,1
711079,738305,1,1024,1
738305,844654,1,1002,1
844654,1082053,1,1010,1
1082053,1151763,1,1014,1
1151763,1177662,0,1014,1
0,1847,0,581,0
0,60680,0,129,0
60680,165488,1,129,0
165488,620858,0,129,1
0,1165,0,129,0
1165,2688,0,129,0
2688,2802,0,131,0
2802,16852,0,131,0
16852,201410,1,133,0
201410,554338,1,142,1
554338,579424,1,150,1
579424,579441,0,149,1
579441,711080,0,145,1
711080,738306,1,157,1
738306,843541,1,149,1
843541,843560,1,151,1
843560,1151763,1,151,1
1151763,1177662,0,155,1
0,1847,0,129,0
0,184558,1,181,0
184558,537486,1,190,1
537486,562537,1,190,1
562537,694228,0,190,1
694228,721454,1,190,1
721454,827803,1,190,1
827803,1065202,1,190,1
1065202,1134912,1,190,1
1134912,1160811,0,190,1
0,639541,1,53,0
639541,1860606,0,57,1
0,28708,1,177,0
28708,32420,1,221,1
32420,559086,0,175,1
0,1772454,0,159,0
0,311520,1,191,0
311520,842733,0,192,1
0,247731,0,105,0
247731,1435874,0,103,0
0,145124,1,168,0
145124,463631,0,172,1
463631,498236,1,177,1
498236,1357795,1,177,1
1357795,1520715,0,193,1
0,359139,0,41,0
359139,631984,0,311,0
0,331655,0,60,0
0,958537,0,50,0
0,1374950,1,175,0
1374950,1375526,1,169,1
1375526,1387922,1,191,1
1387922,1908143,0,166,1
0,181409,0,230,0
181409,203804,1,230,0
203804,767514,0,230,1
0,181409,0,230,0
181409,203804,1,230,0
203804,1269063,1,230,1
1269063,1332243,1,230,1
1332243,1566795,1,230,1
1566795,1716806,0,214,1
0,683963,1,44,0
683963,996270,1,94,1
996270,1147469,1,44,1
1147469,1533103,1,94,1
1533103,1618419,0,69,1
0,683963,1,44,0
683963,996270,1,44,1
996270,1147469,1,94,1
1147469,1247935,0,44,1
0,50176,0,366,0
50176,203695,1,557,0
203695,264633,1,639,1
264633,433162,1,639,1
433162,673518,0,691,1
673518,703895,1,687,1
703895,1251013,1,676,1
1251013,1253702,1,680,1
1253702,1261023,1,678,1
1261023,1776820,0,682,1
0,132338,1,3832,0
132338,139723,0,3833,1
139723,218654,1,3859,1
218654,233400,1,3857,1
233400,269456,1,3857,1
269456,275541,0,3911,1
275541,409930,1,3951,1
409930,522094,0,3950,1
522094,573111,1,3951,1
573111,763221,1,3847,1
763221,1182631,1,3828,1
1182631,1391011,1,3888,1
1391011,1462626,1,3976,1
1462626,1487242,1,4104,1
1487242,1581999,1,4121,1
1581999,1582489,1,4133,1
1582489,1582520,1,4133,1
1582520,1582585,1,4132,1
1582585,1698706,1,4119,1
1698706,1799879,1,4098,1
1799879,1799940,0,4079,1
1799940,1800021,1,4098,1
1800021,1814921,1,4079,1
1814921,1835268,1,4079,1
1835268,1945518,0,4067,1
0,169974,0,146,0
169974,384432,1,57,0
384432,1896621,0,57,1
0,15857,1,128,0
15857,1486419,0,130,1
0,81935,1,3537,0
81935,83429,1,3540,1
83429,107537,1,3390,1
107537,112301,1,2719,1
112301,128079,0,2601,1
128079,173821,0,2315,1
0,1571201,1,279,0
1571201,1686808,0,314,1
0,215572,1,299,0
215572,1718470,0,288,1
0,1669986,0,42,0
0,787445,0,66,0
0,1646117,0,196,0
0,126816,0,212,0
0,577388,0,37,0
0,61655,1,89,0
61655,410243,0,41,1
0,191587,0,59,0
0,969,1,179,0
969,1641471,0,180,1
0,674046,0,190,0
0,126816,0,212,0
0,577388,0,37,0
0,61655,1,89,0
61655,410243,0,41,1
0,245804,0,192,0
0,584736,1,28,0
584736,1179620,1,28,1
1179620,1937471,0,28,1
0,1460199,1,150,0
1460199,1931449,0,185,1
0,1931449,0,8,0
0,203804,1,270,0
203804,767514,0,270,1
0,203804,1,270,0
203804,1716807,0,270,1
0,211538,0,15,0
0,41,1,102,0
41,1098151,0,102,1
0,745791,0,92,0
0,497155,0,18,0
497155,1556865,0,18,0
0,163197,0,17,0
0,1338416,0,76,0
1338416,1717382,1,76,0
1717382,1802528,0,76,1
0,163197,0,18,0
0,1338416,0,67,0
1338416,1717382,1,69,0
1717382,1802528,0,69,1
0,1698316,0,178,0
