SNode_156,GIVEN_1,SNode_17,RESOLVE37,CHOOSE62,IDENTIFY22,SNode_26,GOAL_99,GOAL_110,TRY76,BUGGY54,GOAL_146,GOAL_53,SNode_11,RApp3,WEIGHT57,SNode_93,SNode_136,APPLY61,RESOLVE40,SNode_19,CHOOSE19,SNode_120,RApp2,SNode_125,SNode_34,SNode_116,SLIDING4,GOAL_103,NEWTONS74,SNode_5,SNode_41,RApp12,SNode_131,RESOLVE42,FORCE60,SNode_152,FIND58,GOAL_147,GOAL_109,GOAL65,SNode_54,GOAL_129,MAXIMIZE34,IDENTIFY55,VECTOR73,SNode_102,SNode_20,SNode_132,SNode_55,EQUAL71,SNode_46,DEFINE23,AXIS33,SNode_115,GOAL_114,NORMAL52,SNode_28,SNode_65,CHOOSE35,GOAL_104,VECTOR70,SNode_51,GOAL_98,SNode_88,SUM75,GRAV2,SNode_12,GOAL_2,GOAL_81,NEED36,GOAL68,SNode_151,GOAL_83,GOAL_63,DISPLACEM0,GOAL_50,KINEMATI17,WRITE64,GOAL_57,TRY12,GOAL_143,IDENTIFY59,SNode_15,SNode_27,RApp6,GRAV78,TRY24,SNode_74,GOAL_62,SNode_154,NEWTONS45,GIVEN21,FIND49,RApp5,INCLINE51,SNode_118,COMPO16,GOAL_111,VECTOR69,GOAL_130,IDENTIFY43,WRITE31,GOAL_80,SNode_124,SNode_52,IDENTIFY9,SNode_94,SYSTEM46,IDENTIFY10,GOAL_69,WRITE30,SNode_25,GOAL_107,TRY15,GOAL_72,SNode_13,KINE29,GOAL_150,RApp4,SNode_133,SNode_75,SNode_37,RApp8,SNode_59,KNOWN6,NULL48,RApp10,IDENTIFY39,GOAL_113,SNode_29,TRY13,SNode_43,NEED67,VAR20,HORIZ53,TRY25,GOAL_66,SNode_68,SNode_3,KNOWN8,APPLY77,SNode_31,RApp13,RESOLVE38,SNode_21,SNode_135,SNode_117,SNode_137,NEED1,SNode_7,WRITE63,TRY26,SNode_60,GOAL_61,SNode_10,SNode_119,SNode_106,GOAL_153,SNode_128,GOAL_127,SYSTEM18,SNode_123,TRY11,SNode_38,VELOCITY7,SNode_16,SNode_67,STRAT_90,GOAL66,GOAL_142,SNode_42,GOAL_49,SNode_14,SNode_4,SNode_47,SNode_134,GOAL_126,SNode_8,IDENTIFY41,GOAL_87,SNode_71,SNode_6,SNode_97,SNode_33,SNode_9,GOAL_48,CHOOSE47,SNode_44,SNode_64,GOAL72,RApp1,SNode_24,SNode_92,GOAL_84,SNode_40,GOAL_121,GOAL_108,EQUATION28,CONSTANT5,SNode_100,SNode_73,VALUE3,APPLY32,VECTOR44,SNode_86,GOAL_149,WEIGHT56,NORMAL50,SNode_155,SNode_70,TRY14,RApp9,SNode_18,SNode_95,GOAL_79,RApp11,SNode_112,RApp7,GOAL_56,VECTOR27,SNode_122,SNode_91
false,true,true,false,true,false,true,false,false,false,false,false,false,true,true,true,true,false,false,true,true,false,false,true,false,true,false,false,false,false,true,true,false,true,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true,false,false,false,false,true,false,true,true,false,true,false,true,false,true,true,false,true,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,true,false,false,true,false,false,false,false,true,true,true,false,false,true,false,false,true,false,false,true,false,false,true,false,false,false,false,true,false,true,true,false,false,false,true,false,true,false,false,true,false,false,false,true,false,true,false,false,false,false,true,true,false,false,false,false,false,false,true,false,false,true,true,true,false,true,true,true,false,false,false,false,false,false,true,false,true,true,false,SNode_91_2,false,true,true,false,true,true,true,false,false,true,false,false,false,false,false,true,true,true,false,true,false,false,true,false,false,false,false,false,false,false,true,false,true,true,false,true,false,true,true,true,false,false,false,false,true,false,false,true,true,false,true,true,true,true
true,true,true,false,true,false,false,false,false,false,true,false,false,true,false,true,true,false,false,true,true,false,false,true,true,false,false,true,false,true,true,false,false,true,true,true,false,false,false,false,true,false,false,true,true,true,false,false,false,false,true,false,true,true,false,true,false,false,true,true,false,true,false,true,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,false,false,false,true,true,false,false,false,false,false,false,true,false,true,true,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,true,false,true,false,false,false,false,false,true,false,false,true,false,false,true,false,true,true,false,true,false,false,true,false,true,true,false,true,false,false,true,false,false,false,false,false,false,true,true,false,SNode_92_1,true,false,true,true,true,true,true,false,false,true,true,false,false,true,false,true,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,false,true,false,false,false,true,false,false,true,false,false,false,true,true,false,false,false,false,false,false,false,false
false,true,true,false,false,false,true,false,true,false,false,false,false,true,false,true,false,true,true,false,true,true,true,true,true,true,false,true,false,false,true,true,false,true,false,true,false,true,false,true,true,false,true,true,true,false,false,true,false,false,true,false,false,true,true,true,true,false,false,true,false,true,true,false,false,true,false,true,true,false,true,true,false,false,false,true,true,false,true,true,false,false,true,true,true,false,true,true,false,false,true,false,true,true,false,true,true,false,true,false,true,true,false,false,false,false,true,false,true,true,false,false,true,true,false,false,true,false,false,true,true,false,false,true,true,false,false,false,true,true,false,false,true,false,true,true,true,false,false,true,true,true,true,false,false,true,false,true,false,true,true,true,true,true,false,true,false,false,true,false,false,true,false,false,false,true,true,true,SNode_91_2,false,true,false,false,true,true,true,false,true,true,true,false,false,true,true,true,true,true,false,true,false,true,true,false,false,false,true,true,true,false,true,false,true,false,true,true,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,false,true,false
false,true,true,false,false,true,false,false,false,true,true,false,false,true,false,false,false,false,true,false,true,false,false,true,false,false,false,true,false,true,false,true,false,false,true,true,true,false,true,true,false,false,true,true,true,false,false,true,true,false,false,false,true,true,false,false,false,false,false,false,true,true,false,false,false,false,true,true,true,false,true,false,false,false,false,true,false,false,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,true,false,false,true,false,false,true,false,false,false,true,false,false,true,false,false,true,true,true,true,false,false,false,true,true,false,false,true,false,false,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,true,false,true,true,false,false,true,false,false,false,true,true,true,false,true,false,true,true,true,true,false,false,true,false,false,false,false,true,false,SNode_92_1,false,false,true,false,true,true,false,false,false,true,false,false,true,true,false,true,true,false,true,false,true,true,true,true,true,true,false,true,false,false,false,false,false,true,false,true,false,true,false,true,false,true,false,false,true,true,false,false,true,false,false,true,true,false
false,true,true,false,true,false,false,false,true,false,false,false,false,true,false,true,false,true,false,false,true,true,false,true,true,false,false,true,false,false,true,true,true,false,true,true,false,false,true,false,true,false,false,true,true,false,true,true,false,false,false,false,true,true,false,false,true,true,false,true,false,true,true,false,true,false,true,true,true,false,false,false,true,false,false,true,true,false,false,false,true,true,false,true,true,false,false,true,false,false,false,false,true,true,false,true,true,true,false,false,false,true,false,false,false,false,true,false,true,false,false,false,true,false,true,false,true,false,false,true,false,false,false,false,false,true,true,false,true,false,true,true,false,false,true,true,true,false,false,true,true,true,true,false,false,true,false,false,false,true,true,true,true,false,true,true,false,false,false,false,false,true,false,true,false,false,true,false,SNode_91_2,true,false,true,true,true,true,false,false,true,true,false,false,false,true,false,true,true,true,false,false,true,true,true,true,false,false,false,false,false,true,false,false,false,true,false,true,false,false,true,true,false,false,true,false,true,false,false,false,false,false,false,false,true,true
true,true,true,false,true,true,true,true,true,false,true,false,false,true,true,false,false,false,false,true,true,false,false,true,false,true,false,true,true,false,true,true,false,false,true,true,false,true,false,false,false,false,true,false,false,false,false,true,false,false,true,true,true,true,false,false,false,true,false,true,true,true,true,true,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,false,true,true,true,false,false,false,true,true,true,true,false,false,true,false,false,true,false,false,false,false,true,false,false,true,true,false,true,false,false,true,true,true,true,false,false,true,false,false,false,true,true,true,true,false,false,true,false,false,false,false,false,false,true,false,true,true,true,true,SNode_92_1,false,false,true,true,true,true,true,false,false,true,false,false,false,true,false,false,true,true,true,true,false,true,false,true,true,true,true,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,false,false,true,false,true,false,false,false,false,false,false,true
false,true,true,false,true,true,true,false,false,true,true,false,false,true,true,true,false,false,false,true,false,false,false,true,false,true,false,true,false,true,true,true,false,false,true,true,true,false,false,false,true,false,true,false,false,true,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,true,true,false,false,false,false,true,true,false,false,true,false,false,false,false,false,true,false,false,true,false,false,true,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true,false,true,false,true,false,true,false,true,true,false,false,false,false,false,false,false,true,true,false,false,false,false,true,false,true,true,false,true,false,false,true,false,true,false,false,true,false,false,true,false,false,true,true,true,true,false,true,false,false,false,true,false,true,false,true,false,true,true,false,SNode_92_1,false,false,true,false,true,true,true,true,true,true,false,false,true,true,true,true,true,false,true,true,false,false,false,true,true,false,false,false,true,true,true,true,true,true,false,false,false,false,true,false,false,false,true,true,true,false,false,false,true,false,false,true,false,false
false,true,true,true,false,true,true,true,false,true,false,false,false,true,false,true,true,false,true,false,true,true,true,true,false,true,false,true,false,true,true,true,false,true,false,true,true,true,false,false,true,false,true,false,true,true,false,true,false,false,true,false,false,false,false,false,true,true,false,true,false,true,false,true,true,false,true,true,true,true,true,true,false,true,true,false,false,false,true,false,false,false,true,true,true,false,true,true,false,false,false,true,true,false,false,true,false,false,true,false,true,true,false,false,false,true,true,false,true,false,false,true,true,false,false,false,true,true,false,true,true,false,true,true,false,true,false,false,true,false,true,false,false,false,true,true,true,false,false,true,true,true,true,false,false,true,false,false,false,true,true,false,true,false,false,true,true,false,false,false,false,true,true,true,true,false,true,false,SNode_91_2,true,false,true,false,true,true,false,true,true,true,true,true,false,true,true,true,true,false,false,false,true,true,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,true,true
false,true,true,true,true,true,false,false,true,true,true,false,true,true,false,true,false,false,false,false,true,true,false,true,false,false,false,true,true,false,true,false,false,false,false,true,true,true,false,true,true,true,true,false,false,true,false,true,false,false,true,false,true,true,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,false,false,false,false,false,false,true,true,false,true,true,false,false,false,true,true,false,true,true,false,false,true,false,true,false,false,false,true,true,false,false,false,false,false,false,false,true,true,false,false,true,false,false,true,true,false,false,true,true,false,true,true,false,false,false,false,true,true,false,false,false,true,false,false,true,true,true,true,false,false,true,true,false,false,false,false,true,false,false,false,true,true,true,true,false,false,true,false,true,false,true,true,true,false,true,false,true,true,false,SNode_91_2,false,false,false,true,true,true,true,false,true,true,false,false,false,true,false,true,true,true,true,false,false,false,true,false,false,true,false,true,true,false,false,true,true,false,true,true,false,false,true,true,false,false,false,true,true,false,false,false,true,true,true,false,false,false
false,true,true,false,true,false,true,false,true,false,true,false,false,true,false,true,true,false,false,false,true,false,false,true,false,true,false,true,true,true,true,true,false,true,false,true,true,true,false,true,true,false,true,true,false,false,true,false,false,false,true,false,false,true,true,true,false,false,false,true,true,true,false,false,false,false,true,true,true,false,true,true,false,true,false,true,false,true,false,false,false,false,false,true,true,false,true,true,true,false,false,true,true,true,false,false,true,true,true,false,false,false,true,false,false,false,false,true,false,true,false,true,true,true,false,false,true,true,false,true,true,false,true,true,false,false,false,false,true,true,false,false,true,true,true,false,true,false,false,true,true,true,false,false,false,false,false,true,false,false,true,true,true,true,false,true,true,true,false,true,false,false,false,true,true,false,true,false,SNode_91_2,true,true,true,true,true,true,false,false,false,true,false,true,false,true,false,true,true,true,true,true,false,false,true,false,false,true,false,false,false,true,true,false,true,false,true,false,false,false,true,false,false,false,false,false,true,true,false,false,true,true,false,false,false,false
true,true,true,true,false,false,true,true,false,true,true,true,true,true,false,true,false,false,true,false,true,false,false,true,true,true,false,true,false,false,true,true,false,true,false,true,false,false,true,false,false,false,true,true,true,true,false,false,false,false,true,false,false,true,false,false,false,true,true,false,false,false,true,false,false,false,false,true,true,true,true,false,false,true,true,false,false,false,true,false,false,false,true,true,true,false,true,true,false,false,true,false,true,false,false,false,false,true,false,false,true,false,false,false,false,true,true,false,false,true,false,false,true,false,false,true,true,false,false,true,true,true,false,false,false,true,true,false,false,false,true,false,false,false,true,false,true,false,false,true,true,false,false,true,true,false,false,false,false,false,true,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false,SNode_91_2,false,false,true,true,true,true,false,false,false,true,false,false,false,true,false,true,true,true,true,false,true,true,false,false,false,true,true,true,false,false,true,false,true,false,false,true,false,true,true,false,false,true,false,false,true,false,false,false,false,false,false,true,true,false
false,true,true,true,true,false,false,false,false,false,false,false,true,true,false,true,false,false,false,false,true,false,true,true,false,false,false,true,false,true,true,false,false,false,false,true,false,false,false,true,false,false,false,true,true,false,false,true,false,false,false,true,true,true,true,true,false,true,true,false,false,true,false,false,false,false,true,true,true,false,true,false,false,false,true,false,false,true,true,false,true,false,true,true,false,false,true,false,false,true,true,true,true,true,false,false,false,true,false,true,false,true,false,false,false,false,false,false,false,true,false,false,true,false,true,false,true,true,false,false,false,false,false,false,true,false,true,false,true,false,true,true,true,false,true,false,false,false,false,true,false,true,true,false,false,true,false,false,false,true,true,false,true,true,false,false,true,false,true,true,false,false,false,true,false,false,true,false,SNode_92_1,false,false,true,true,true,true,true,false,false,true,false,false,false,true,false,false,true,true,true,true,true,false,false,true,true,true,false,false,false,true,false,false,false,true,false,true,false,true,true,false,false,false,true,false,true,false,false,false,false,false,true,false,false,false
true,true,true,false,false,false,false,true,true,true,false,false,false,true,false,true,false,true,true,true,true,true,false,true,true,false,false,true,false,false,true,false,false,false,false,true,false,false,false,true,true,false,true,false,false,false,false,true,false,false,true,true,false,true,false,true,false,false,false,true,false,true,false,false,false,true,true,true,true,false,false,true,false,false,false,false,false,true,true,false,false,true,true,true,true,false,false,true,false,false,false,true,true,true,false,false,true,false,false,false,true,false,true,false,false,false,false,false,true,false,true,false,true,true,false,true,true,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,false,true,true,false,true,true,true,true,true,false,true,false,false,true,true,false,true,true,true,true,true,false,false,true,false,false,true,true,true,false,false,false,false,false,true,false,SNode_91_2,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,true,true,false,true,false,false,true,false,false,false,true,false,true,true,true,false,true,false,false,false,false,true,true,true,true,false,true,false,true,true,false,false,false,true,true,false,false,true,true
false,true,false,true,false,false,true,false,false,true,false,false,false,true,true,false,false,false,false,true,true,true,false,true,false,true,false,true,false,true,true,true,false,false,false,true,true,false,false,false,true,true,true,true,true,true,false,true,false,false,true,true,false,false,false,false,true,true,false,false,false,true,false,false,true,false,false,true,true,false,false,false,false,false,true,true,false,false,false,false,false,false,true,true,true,false,true,true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,true,false,true,false,false,true,true,true,true,false,false,true,true,false,true,false,false,true,false,false,false,true,true,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,SNode_91_2,false,false,true,false,true,true,true,false,true,true,true,false,false,true,false,true,true,false,true,true,false,true,true,true,false,false,false,true,false,false,true,false,true,true,false,true,false,false,true,false,false,false,false,false,true,true,false,false,true,false,false,false,false,true
false,true,true,false,true,false,true,false,false,false,true,false,false,true,false,false,false,false,false,true,true,false,false,true,false,true,false,true,false,true,true,true,false,false,true,true,false,false,false,false,true,false,false,true,false,true,true,true,false,true,false,false,true,true,false,false,false,false,false,false,false,true,false,true,false,true,false,true,true,true,false,true,false,true,false,true,false,true,false,false,false,false,true,true,false,false,false,true,false,false,false,true,true,true,false,false,true,true,false,false,false,true,false,false,false,true,true,false,false,false,false,false,true,true,false,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,true,true,false,true,true,false,true,false,true,false,false,false,true,false,false,false,true,true,true,true,true,false,true,false,false,false,false,false,true,false,true,false,true,true,false,SNode_92_1,true,false,true,true,true,true,true,false,false,true,false,false,false,true,true,true,true,true,true,false,false,true,true,false,true,true,false,false,false,true,true,true,false,false,false,false,false,false,true,false,false,false,true,false,true,false,false,false,true,false,false,false,false,false
false,true,true,false,true,false,true,false,false,false,true,false,true,true,false,true,false,false,true,false,true,true,true,true,false,true,false,true,false,true,true,true,false,false,false,false,false,true,true,true,false,true,false,true,true,false,false,false,false,true,false,false,true,true,false,false,false,true,false,true,false,true,false,false,false,false,false,true,true,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,true,false,true,false,false,false,true,false,true,true,false,true,false,true,false,false,true,false,true,false,false,true,true,true,true,false,true,true,false,false,false,false,false,true,true,true,false,true,true,false,true,false,true,false,true,false,true,true,false,true,false,false,true,false,true,true,false,false,false,false,true,true,true,true,false,true,false,false,true,true,true,false,false,false,false,false,true,true,SNode_91_2,true,true,true,false,true,true,false,false,false,true,true,false,false,true,false,true,true,false,false,true,false,true,false,false,false,false,false,true,true,false,true,false,false,false,true,false,true,true,true,true,false,false,false,false,true,false,false,true,true,false,false,true,true,false
false,true,true,false,true,false,true,false,false,true,false,false,false,true,true,false,false,true,false,true,true,true,false,true,false,false,false,false,true,true,true,false,false,false,false,true,true,false,false,false,false,false,false,true,true,true,false,false,false,true,false,false,false,true,false,false,true,false,false,true,true,true,true,false,true,false,false,true,true,false,false,false,false,false,false,true,true,false,false,false,false,false,true,true,true,false,false,true,false,false,false,true,true,false,false,true,false,false,true,false,true,false,true,false,false,false,false,false,true,true,true,true,false,false,false,false,true,true,false,true,false,false,true,false,false,true,true,false,false,false,true,false,false,true,false,true,true,false,false,true,true,true,true,false,false,true,true,false,false,false,true,false,true,true,false,true,false,true,true,true,true,true,false,true,false,true,true,false,SNode_92_1,true,false,false,true,true,true,true,false,false,true,false,false,false,true,false,true,true,true,false,false,true,true,true,true,false,false,false,true,true,false,false,false,true,true,false,true,false,false,false,false,false,false,false,true,false,false,true,false,true,false,false,false,false,false
true,true,true,true,true,true,false,false,true,false,false,true,false,true,false,false,false,false,false,true,true,false,false,true,false,false,false,true,false,true,true,false,false,false,false,true,false,false,false,true,true,false,false,false,true,false,false,true,true,true,false,false,false,true,false,true,true,false,false,false,true,true,false,false,false,false,false,true,true,false,false,true,false,false,false,true,false,false,true,false,true,false,true,true,true,false,true,false,false,false,false,true,true,false,false,true,false,false,true,false,false,true,true,false,false,false,true,false,false,true,false,false,true,false,true,false,true,true,false,true,false,false,false,false,false,true,false,false,true,true,false,true,true,true,true,true,false,false,false,true,true,false,false,false,false,false,false,false,false,true,true,true,false,false,false,true,false,false,false,false,true,false,false,true,false,false,true,false,SNode_91_2,true,false,false,false,true,false,false,false,false,true,false,false,false,true,false,true,true,false,true,true,false,false,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,true,false,true,false,true,false,true,true,false,false,false,false
false,true,true,true,false,false,true,true,true,true,true,false,true,true,true,false,true,true,false,false,true,false,false,true,true,true,false,true,false,true,true,true,false,false,true,false,false,false,false,false,true,true,false,false,false,true,false,false,false,false,true,false,true,true,true,true,false,true,false,true,false,true,false,false,false,true,false,true,true,false,true,true,false,true,true,false,false,false,false,true,true,false,true,true,true,false,false,true,false,true,true,false,true,true,false,false,false,true,false,true,false,false,true,false,false,true,true,false,false,true,false,true,true,false,true,false,true,true,false,false,false,false,false,false,false,true,true,false,false,true,false,true,false,false,false,false,true,true,true,true,false,false,false,false,true,false,false,true,false,false,true,false,true,false,false,true,false,false,false,false,false,false,false,true,false,true,true,true,SNode_91_2,false,false,true,true,true,true,true,false,false,true,false,false,false,true,false,true,true,true,true,false,true,false,false,false,false,true,false,false,false,false,true,true,false,false,true,true,false,false,false,false,false,false,true,false,true,false,false,false,false,false,true,false,false,false
false,true,true,true,false,true,false,false,true,true,false,false,false,true,false,true,true,false,false,true,true,true,false,true,true,false,false,true,false,true,true,false,false,true,false,true,true,true,true,true,false,false,true,true,true,true,false,false,false,true,true,false,true,true,true,true,false,false,false,false,true,true,true,false,true,true,false,true,true,true,true,true,false,true,false,true,true,true,false,false,false,false,false,true,false,true,false,true,false,false,true,true,true,false,false,false,true,true,false,false,true,false,false,true,true,true,true,false,true,true,false,true,true,true,true,false,true,true,true,false,true,true,true,false,false,false,true,false,false,true,false,false,false,true,true,false,true,false,false,true,false,false,true,false,false,false,false,true,false,false,true,false,true,false,false,true,true,true,false,false,false,true,false,false,true,false,true,false,SNode_92_1,false,false,false,false,true,true,false,true,true,true,false,false,false,true,false,true,true,true,false,true,false,false,true,false,true,false,false,true,false,true,false,false,false,false,false,false,false,true,false,true,false,false,false,false,true,false,false,false,true,true,false,false,true,true
true,true,true,false,true,true,false,false,true,true,false,false,false,true,false,true,true,false,true,false,true,false,false,true,false,false,true,true,false,false,true,false,false,true,true,true,false,false,false,false,false,false,true,false,false,false,false,true,true,false,true,false,true,true,true,true,true,false,false,false,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,true,false,false,false,false,true,false,false,true,true,false,false,false,false,false,true,true,true,true,false,true,false,true,false,true,true,true,true,false,false,false,false,false,true,false,false,true,true,false,true,false,true,true,false,true,true,false,true,false,false,false,false,false,false,true,false,true,false,true,false,true,false,false,false,true,true,false,true,false,true,true,false,true,false,true,true,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,true,false,SNode_92_1,false,false,false,true,true,true,false,true,true,true,true,false,false,true,true,true,true,true,true,false,false,true,true,true,false,false,false,false,false,false,false,false,false,true,false,true,false,false,true,false,false,false,true,false,true,true,false,false,false,false,false,false,false,false
true,true,true,true,false,true,false,false,true,false,true,false,true,true,false,true,false,false,true,false,true,false,false,true,false,false,false,true,true,true,true,false,false,true,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,true,true,false,false,false,true,true,false,false,true,false,false,true,false,false,false,true,true,true,true,false,true,true,false,false,false,true,false,false,true,false,true,false,true,true,true,false,true,true,false,false,true,true,true,true,false,false,true,true,false,false,true,true,true,false,false,false,false,false,true,false,false,false,true,false,true,false,true,false,false,true,false,false,true,false,true,true,true,false,false,true,false,true,false,false,true,false,true,false,false,true,true,false,false,false,false,false,false,true,false,false,true,true,true,false,true,true,false,false,false,false,false,false,false,true,true,true,true,false,SNode_91_2,false,false,false,true,true,true,true,false,false,true,false,false,false,true,false,true,true,true,true,false,false,false,true,false,false,true,false,false,false,false,false,false,true,false,true,false,true,false,true,true,false,false,true,false,true,true,false,false,true,false,false,true,false,true
false,true,true,false,false,true,false,false,false,false,false,true,false,true,false,true,false,false,true,false,true,false,false,true,true,true,false,true,false,false,false,false,false,false,false,true,true,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,true,false,true,true,true,false,true,false,true,false,false,true,false,true,false,false,false,false,true,true,false,false,true,false,true,false,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,true,false,false,true,true,true,true,true,false,false,true,false,false,true,true,false,true,false,false,true,false,false,false,false,true,false,false,true,true,false,true,false,false,true,true,false,false,false,true,false,false,true,true,false,true,true,true,false,true,true,false,false,true,true,true,true,false,false,true,false,true,false,SNode_91_2,false,false,false,false,true,true,false,false,false,true,false,false,false,true,false,true,true,false,true,false,true,false,false,false,false,true,false,false,true,false,false,true,true,false,true,true,false,true,true,false,false,false,false,true,true,true,false,false,true,true,false,false,false,false
false,true,true,true,false,true,false,false,false,true,true,false,false,true,false,true,true,true,true,true,true,false,false,true,true,false,false,true,false,false,true,true,false,false,false,true,true,true,true,false,false,false,false,true,true,true,false,false,false,false,true,true,true,true,false,false,false,false,false,false,true,true,false,false,true,true,true,true,true,false,false,true,false,false,false,false,false,false,true,false,false,false,true,true,true,false,false,true,false,false,false,false,true,true,false,false,false,true,false,false,false,false,false,false,true,false,false,false,true,true,false,true,true,false,false,false,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,true,false,false,true,true,true,false,false,true,false,true,false,true,false,true,false,true,false,false,false,true,true,false,true,true,true,false,false,false,false,true,false,SNode_92_1,false,true,true,false,true,false,false,false,false,true,false,true,false,true,true,false,true,true,false,false,false,false,false,false,true,false,false,false,true,true,false,false,true,false,false,true,false,true,true,true,false,false,true,true,true,false,false,true,true,false,false,true,false,false
false,true,true,true,false,false,false,false,true,false,false,false,false,true,false,true,false,true,false,false,true,true,false,true,true,false,false,true,false,true,true,false,false,true,true,true,true,false,true,true,true,false,true,false,false,false,false,true,false,false,true,true,true,true,true,true,true,false,false,false,false,true,true,false,false,false,false,true,true,true,true,true,false,true,false,false,true,false,true,false,false,true,true,true,true,false,true,true,false,true,true,true,true,true,true,true,true,false,true,true,true,false,true,false,true,false,false,false,false,false,false,true,true,true,false,false,true,true,false,true,true,false,true,true,false,false,true,true,true,true,false,false,false,true,true,true,true,false,false,true,true,false,true,false,false,false,false,true,false,false,true,false,true,false,false,true,false,true,true,true,true,true,false,true,true,false,true,true,SNode_92_1,true,true,false,true,true,true,false,false,true,true,true,true,false,true,false,true,true,true,true,false,false,true,false,false,false,true,true,true,true,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,true,false,true,true,true,true,false,true,true,false
false,true,true,false,true,false,false,false,false,true,false,false,false,true,false,true,false,false,true,true,true,false,true,true,false,true,true,true,false,true,true,false,false,false,true,true,true,true,false,true,false,false,false,false,true,false,false,true,false,false,false,true,true,true,false,false,true,true,false,true,false,true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,true,false,false,false,true,false,true,false,true,true,true,false,true,true,false,false,false,false,false,false,true,false,false,false,false,true,true,true,false,true,true,true,false,true,false,false,false,true,true,false,false,false,false,false,false,false,true,true,true,true,true,true,true,true,true,true,true,false,false,true,false,true,false,false,false,false,true,true,false,true,true,false,true,false,true,true,true,false,true,false,true,false,true,true,false,SNode_91_2,false,false,false,true,true,true,true,false,false,true,true,false,false,true,false,true,true,false,false,true,true,true,false,false,false,false,true,true,true,true,false,false,false,true,true,false,false,true,true,true,false,false,true,true,true,false,false,false,true,true,true,false,true,true
false,true,true,true,false,true,false,false,false,true,true,false,false,true,false,true,false,false,true,false,true,false,false,true,false,false,false,true,true,false,true,true,false,true,false,true,true,false,true,true,false,false,false,true,false,true,true,true,false,true,true,false,false,true,true,false,false,false,false,false,false,true,false,false,true,false,false,true,true,true,true,true,false,true,false,true,false,true,true,false,true,false,false,true,true,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,true,true,true,false,false,false,false,true,true,false,false,true,true,true,true,false,true,false,false,true,false,false,false,false,false,true,false,false,true,false,true,true,false,true,false,false,true,false,false,true,true,true,true,false,false,false,false,false,false,true,true,true,true,false,false,true,false,false,true,true,false,true,false,true,false,false,true,true,SNode_92_1,false,true,true,false,true,true,false,false,false,true,true,true,true,true,true,true,true,false,true,false,true,true,true,false,true,true,false,true,true,true,false,false,false,true,true,false,true,true,true,true,false,false,true,true,true,true,false,true,true,true,false,true,true,false
