DrivHist,DrivingSkill,Age,RuggedAuto,Mileage,VehicleYear,ILiCost,ThisCarDam,AntiTheft,DrivQuality,RiskAversion,GoodStudent,OtherCar,MakeModel,Accident,SocioEcon,HomeBase,PropCost,CarValue,Antilock,ThisCarCost,OtherCarCost,Theft,Airbag,MedCost,SeniorTrain,Cushioning
Many,SubStandard,Adolescent,EggShell,FiveThou,Older,Thousand,,False,Poor,Normal,False,True,Economy,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,EggShell,Domino,Older,TenThou,Severe,True,Poor,Cautious,False,True,Economy,Severe,Middle,Secure,TenThou,FiveThou,False,TenThou,TenThou,False,True,Million,False,Poor
Zero,Normal,Adult,Tank,FiftyThou,Older,Thousand,,True,Normal,Cautious,False,True,FamilySedan,,UpperMiddle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
Zero,Normal,Adolescent,Tank,TwentyThou,Current,Thousand,Mild,False,Poor,Adventurous,False,True,Luxury,Mild,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,Football,FiftyThou,Older,Thousand,Severe,True,Poor,Cautious,False,False,FamilySedan,Severe,Prole,City,TenThou,FiveThou,False,TenThou,TenThou,False,False,TenThou,False,Fair
Many,SubStandard,Adolescent,EggShell,FiftyThou,Older,Thousand,,False,Poor,Adventurous,False,True,SportsCar,,Prole,City,TenThou,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Expert,Adult,Football,Domino,Current,Thousand,,False,Excellent,Normal,False,False,Economy,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,False,Excellent,Adventurous,False,True,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Tank,FiftyThou,Current,Thousand,,True,Normal,Cautious,False,False,Luxury,,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adolescent,EggShell,FiftyThou,Current,TenThou,Moderate,True,Poor,Cautious,False,True,SportsCar,Moderate,UpperMiddle,Secure,HundredThou,TwentyThou,True,HundredThou,HundredThou,False,True,Thousand,False,Good
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,,False,Excellent,Adventurous,False,True,Economy,,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,TwentyThou,Current,Thousand,,False,Normal,Normal,False,True,Economy,,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Expert,Adult,EggShell,FiftyThou,Older,Thousand,,True,Excellent,Normal,False,True,Luxury,,UpperMiddle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,FiveThou,Older,Thousand,,True,Normal,Cautious,False,False,SportsCar,,Middle,Secure,Thousand,TenThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,,True,Normal,Normal,False,True,FamilySedan,,Middle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adolescent,Football,Domino,Older,Thousand,,True,Normal,Normal,True,True,FamilySedan,,Middle,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adolescent,EggShell,TwentyThou,Older,HundredThou,Moderate,False,Poor,Adventurous,False,True,Economy,Moderate,Prole,City,Million,TenThou,False,TenThou,HundredThou,False,False,Thousand,False,Poor
Zero,Normal,Senior,Tank,TwentyThou,Older,Thousand,,True,Normal,Cautious,False,True,FamilySedan,,Middle,Secure,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,True,Good
Zero,Normal,Adult,Tank,TwentyThou,Current,Thousand,,True,Normal,Normal,False,True,Luxury,,Wealthy,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Senior,Football,TwentyThou,Older,Thousand,,True,Normal,Cautious,False,False,FamilySedan,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,True,Good
Zero,Normal,Senior,Tank,FiftyThou,Older,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Senior,EggShell,FiveThou,Older,Thousand,,True,Excellent,Cautious,False,False,Economy,,Prole,City,TenThou,TwentyThou,False,Thousand,Thousand,False,False,Thousand,True,Fair
Many,SubStandard,Adolescent,EggShell,FiftyThou,Older,Thousand,Moderate,False,Poor,Normal,True,True,Economy,Moderate,Prole,City,TenThou,FiveThou,False,TenThou,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adolescent,EggShell,FiftyThou,Current,Thousand,,False,Normal,Normal,False,False,Economy,,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,,False,Normal,Normal,False,False,FamilySedan,,Middle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Tank,FiftyThou,Current,Thousand,,False,Normal,Normal,False,False,FamilySedan,,Middle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,EggShell,FiftyThou,Older,HundredThou,Severe,False,Poor,Normal,False,True,Economy,Severe,Prole,City,HundredThou,FiveThou,False,TenThou,TenThou,False,False,Million,False,Fair
Zero,Normal,Adult,EggShell,FiftyThou,Current,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Prole,City,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Fair
Many,SubStandard,Adult,Football,FiftyThou,Older,HundredThou,Severe,False,Poor,Normal,False,False,FamilySedan,Severe,Prole,Rural,HundredThou,FiveThou,False,TenThou,TenThou,False,False,HundredThou,False,Fair
Many,SubStandard,Adult,Tank,TwentyThou,Older,Thousand,,False,Poor,Adventurous,False,True,FamilySedan,,UpperMiddle,Secure,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Senior,Tank,TwentyThou,Current,Thousand,,True,Normal,Normal,False,True,Luxury,,UpperMiddle,Secure,TenThou,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,Football,FiftyThou,Older,Thousand,,False,Poor,Normal,False,False,FamilySedan,Mild,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Expert,Senior,EggShell,TwentyThou,Older,Thousand,,False,Excellent,Normal,False,True,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,Expert,Adult,EggShell,TwentyThou,Older,Thousand,,False,Excellent,Adventurous,False,True,SportsCar,,Prole,Rural,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,Domino,Older,Thousand,,True,Excellent,Cautious,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adolescent,EggShell,FiveThou,Older,Thousand,Mild,False,Poor,Adventurous,False,False,Economy,Mild,Prole,Rural,TenThou,TenThou,False,TenThou,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adolescent,Football,TwentyThou,Current,Thousand,,False,Poor,Adventurous,False,False,Economy,Mild,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,EggShell,Domino,Older,Thousand,Mild,False,Poor,Adventurous,False,True,Economy,Mild,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,,True,Excellent,Cautious,False,True,FamilySedan,,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,,False,Poor,Normal,False,False,SportsCar,,Prole,City,TenThou,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,Tank,FiftyThou,Older,Thousand,Mild,False,Poor,Normal,False,False,FamilySedan,Mild,Middle,Secure,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
Zero,Normal,Adult,Tank,TwentyThou,Older,Thousand,,False,Normal,Normal,False,False,FamilySedan,,Middle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adult,Tank,FiveThou,Older,Thousand,,True,Normal,Cautious,False,True,FamilySedan,,Middle,Secure,TenThou,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
Zero,SubStandard,Adolescent,EggShell,FiftyThou,Older,Thousand,Severe,True,Poor,Cautious,False,True,Economy,Severe,Prole,City,HundredThou,TenThou,False,TenThou,TenThou,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,FiftyThou,Current,Thousand,,False,Normal,Normal,False,True,FamilySedan,,UpperMiddle,Suburb,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Expert,Senior,EggShell,FiftyThou,Older,Thousand,,True,Excellent,Cautious,False,True,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
Zero,SubStandard,Adult,EggShell,TwentyThou,Current,Thousand,Moderate,True,Poor,Cautious,False,True,SportsCar,Moderate,UpperMiddle,Secure,HundredThou,TwentyThou,True,HundredThou,Thousand,False,True,Thousand,False,Good
One,Normal,Adult,Football,FiftyThou,Current,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adolescent,EggShell,TwentyThou,Older,Thousand,,True,Normal,Normal,False,True,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,,True,Normal,Normal,False,True,Luxury,,UpperMiddle,Secure,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
One,SubStandard,Adult,EggShell,FiveThou,Older,Thousand,Severe,True,Poor,Cautious,False,True,Economy,Severe,Prole,City,TenThou,TenThou,False,TenThou,TenThou,False,False,Million,False,Poor
Zero,Normal,Adult,Football,FiftyThou,Current,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Middle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,Tank,TwentyThou,Current,Thousand,,True,Normal,Normal,False,True,Luxury,,UpperMiddle,Suburb,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,True,Excellent
Zero,Normal,Adult,Tank,FiftyThou,Current,Thousand,,True,Normal,Normal,False,True,FamilySedan,,UpperMiddle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,False,Normal,Adventurous,False,False,Economy,,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
One,Normal,Adolescent,EggShell,TwentyThou,Older,Thousand,,False,Excellent,Adventurous,False,True,Economy,,Middle,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,SubStandard,Adult,Football,FiftyThou,Older,Thousand,,False,Poor,Normal,False,True,SportsCar,,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adolescent,EggShell,FiftyThou,Current,Thousand,,False,Poor,Adventurous,False,True,SportsCar,,Middle,Suburb,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Fair
Many,SubStandard,Adult,Football,TwentyThou,Current,Thousand,Moderate,True,Poor,Normal,False,True,FamilySedan,Moderate,UpperMiddle,Secure,Million,TwentyThou,True,HundredThou,HundredThou,False,True,Thousand,False,Good
Many,SubStandard,Adult,Tank,FiftyThou,Current,Thousand,Mild,False,Poor,Normal,False,True,Luxury,Mild,UpperMiddle,Secure,HundredThou,FiftyThou,True,Thousand,HundredThou,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,True,Normal,Cautious,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adolescent,EggShell,FiveThou,Current,Thousand,Mild,False,Poor,Adventurous,False,True,SportsCar,Mild,Prole,City,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Expert,Adult,EggShell,FiftyThou,Current,Thousand,,True,Excellent,Cautious,False,True,SportsCar,,Middle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Fair
Many,SubStandard,Senior,Football,TwentyThou,Older,Thousand,,False,Poor,Normal,False,False,FamilySedan,,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adult,EggShell,FiftyThou,Current,Thousand,,True,Normal,Normal,False,True,FamilySedan,,UpperMiddle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Fair
Zero,Normal,Adult,Football,Domino,Older,Thousand,,True,Normal,Cautious,False,True,FamilySedan,,Prole,Rural,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Expert,Adult,Tank,FiftyThou,Older,Thousand,,True,Excellent,Normal,False,True,FamilySedan,,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,True,Excellent,Cautious,False,False,FamilySedan,,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Tank,FiftyThou,Older,Thousand,,True,Normal,Cautious,False,True,FamilySedan,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adolescent,Football,FiftyThou,Current,Thousand,,False,Poor,Adventurous,False,False,FamilySedan,Mild,Prole,Rural,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,Football,FiveThou,Current,Thousand,,True,Excellent,Cautious,False,True,FamilySedan,,UpperMiddle,Secure,TenThou,TwentyThou,True,Thousand,Thousand,False,True,Thousand,True,Good
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Middle,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Football,Domino,Older,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Senior,Tank,TwentyThou,Current,Thousand,,True,Normal,Normal,False,True,Luxury,,UpperMiddle,Suburb,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,True,Excellent
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,,False,Normal,Normal,False,True,Economy,,Prole,Rural,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Senior,Football,TwentyThou,Older,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Prole,Rural,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,Mild,True,Poor,Cautious,False,False,Luxury,Mild,UpperMiddle,Secure,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Expert,Senior,Football,FiftyThou,Older,Thousand,Severe,False,Excellent,Cautious,False,False,FamilySedan,Moderate,Prole,City,TenThou,FiveThou,False,TenThou,Thousand,False,False,TenThou,True,Poor
Zero,Normal,Senior,Football,FiveThou,Older,Thousand,,False,Normal,Normal,False,False,Economy,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,Normal,Adult,EggShell,Domino,Older,Thousand,,False,Normal,Adventurous,False,True,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Poor
Many,SubStandard,Adolescent,Football,FiftyThou,Older,Thousand,Severe,False,Poor,Adventurous,False,True,FamilySedan,Severe,Middle,Rural,HundredThou,FiveThou,False,TenThou,TenThou,False,True,Thousand,False,Good
Many,SubStandard,Senior,EggShell,TwentyThou,Older,Million,Severe,False,Poor,Psychopath,False,True,SportsCar,Severe,UpperMiddle,Secure,HundredThou,TenThou,False,TenThou,HundredThou,False,False,Thousand,False,Poor
Many,SubStandard,Adult,EggShell,Domino,Older,Thousand,Moderate,False,Poor,Cautious,False,False,Economy,Mild,Prole,Rural,TenThou,FiveThou,False,TenThou,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,Mild,False,Poor,Normal,False,True,SportsCar,Mild,Prole,City,TenThou,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,,True,Normal,Cautious,False,True,SportsCar,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,False,Normal,Adventurous,False,True,SportsCar,,Middle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,Football,FiftyThou,Current,Thousand,Severe,False,Poor,Normal,False,False,Economy,Moderate,Prole,Rural,HundredThou,TwentyThou,False,HundredThou,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,Football,TwentyThou,Older,Thousand,,False,Poor,Normal,False,True,FamilySedan,,Prole,Rural,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adolescent,EggShell,FiftyThou,Older,TenThou,Moderate,True,Poor,Normal,True,True,SportsCar,Moderate,UpperMiddle,Suburb,TenThou,TenThou,False,TenThou,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,Domino,Older,Thousand,,True,Normal,Cautious,False,True,SportsCar,,UpperMiddle,Secure,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adolescent,EggShell,TwentyThou,Older,Thousand,Severe,False,Poor,Adventurous,False,False,Economy,Severe,Prole,City,HundredThou,FiveThou,False,TenThou,HundredThou,False,False,HundredThou,False,Poor
Zero,Normal,Senior,Football,FiveThou,Current,Thousand,,True,Normal,Cautious,False,True,FamilySedan,,UpperMiddle,Secure,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,True,Excellent
Zero,Normal,Senior,EggShell,FiftyThou,Older,Thousand,,True,Normal,Cautious,False,True,Economy,,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
Zero,Normal,Senior,EggShell,TwentyThou,Current,Thousand,,True,Normal,Cautious,False,True,SportsCar,,UpperMiddle,Secure,TenThou,TwentyThou,True,Thousand,Thousand,False,True,Thousand,True,Poor
Many,SubStandard,Adolescent,EggShell,TwentyThou,Current,Thousand,Severe,False,Poor,Adventurous,False,True,Economy,Severe,UpperMiddle,Suburb,Million,TenThou,False,TenThou,HundredThou,False,True,Million,False,Poor
Zero,Normal,Senior,EggShell,FiftyThou,Older,Thousand,,True,Normal,Cautious,False,True,SportsCar,,UpperMiddle,Secure,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
Zero,Normal,Adult,Tank,FiftyThou,Older,Thousand,,False,Normal,Normal,False,False,FamilySedan,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adolescent,EggShell,FiftyThou,Older,Thousand,,False,Poor,Adventurous,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,Domino,Current,Thousand,,True,Normal,Normal,False,True,Luxury,,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adult,EggShell,TwentyThou,Current,Thousand,Mild,True,Poor,Cautious,False,True,Economy,Mild,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Poor
Many,SubStandard,Adolescent,EggShell,FiftyThou,Older,Thousand,Severe,False,Poor,Adventurous,False,False,Economy,Severe,Prole,City,HundredThou,FiveThou,False,TenThou,HundredThou,False,False,TenThou,False,Fair
Zero,Normal,Adult,Tank,TwentyThou,Older,Thousand,,False,Excellent,Adventurous,False,True,FamilySedan,,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adult,Tank,TwentyThou,Older,Thousand,,False,Normal,Normal,False,False,FamilySedan,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Expert,Senior,Football,TwentyThou,Older,Thousand,,False,Excellent,Normal,False,False,FamilySedan,,Prole,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adult,Tank,TwentyThou,Older,TenThou,Moderate,False,Poor,Normal,False,False,FamilySedan,Severe,Middle,Suburb,HundredThou,FiveThou,False,TenThou,TenThou,False,False,Thousand,False,Good
Zero,Normal,Adult,Football,Domino,Current,Thousand,,True,Normal,Cautious,False,True,Luxury,,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Senior,EggShell,FiveThou,Current,Thousand,,True,Poor,Normal,False,False,SportsCar,,UpperMiddle,Secure,TenThou,TenThou,True,Thousand,Thousand,False,True,Thousand,False,Good
One,Normal,Adult,Football,FiftyThou,Older,Thousand,,False,Excellent,Adventurous,False,True,Luxury,,UpperMiddle,Secure,Thousand,FiveThou,True,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,Severe,False,Poor,Normal,False,False,Economy,Severe,Prole,Rural,TenThou,FiveThou,False,TenThou,TenThou,False,False,Thousand,False,Poor
Zero,SubStandard,Adolescent,EggShell,TwentyThou,Older,Thousand,Severe,True,Poor,Cautious,False,True,SportsCar,Moderate,Middle,Secure,HundredThou,TwentyThou,True,HundredThou,Thousand,False,False,Million,False,Poor
One,Normal,Adult,Football,TwentyThou,Current,Thousand,,False,Excellent,Adventurous,False,True,FamilySedan,,UpperMiddle,City,Thousand,TenThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,Normal,Adult,Football,TwentyThou,Older,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,Football,Domino,Older,Thousand,Severe,False,Poor,Adventurous,False,True,FamilySedan,Severe,Middle,Suburb,Million,FiveThou,False,TenThou,HundredThou,False,False,TenThou,False,Fair
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,False,Normal,Normal,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,EggShell,FiveThou,Older,Thousand,,False,Poor,Normal,False,False,SportsCar,,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adolescent,Football,FiveThou,Older,Thousand,,False,Normal,Normal,False,False,FamilySedan,,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,SubStandard,Adolescent,EggShell,TwentyThou,Older,Thousand,,True,Poor,Cautious,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,Tank,FiftyThou,Older,Thousand,,False,Poor,Normal,False,False,FamilySedan,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,FiveThou,Older,Thousand,,True,Normal,Cautious,False,False,Economy,,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Senior,EggShell,TwentyThou,Older,Thousand,,True,Normal,Cautious,False,False,FamilySedan,,Middle,Secure,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,Severe,False,Poor,Adventurous,False,True,SportsCar,Moderate,Middle,City,HundredThou,TwentyThou,False,HundredThou,HundredThou,False,False,TenThou,False,Poor
Many,Normal,Senior,Football,FiftyThou,Older,Thousand,,False,Excellent,Psychopath,False,True,FamilySedan,,Middle,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
One,Normal,Adult,Tank,TwentyThou,Older,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Middle,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Expert,Adult,Football,TwentyThou,Older,Thousand,,False,Excellent,Normal,False,True,FamilySedan,,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
One,Normal,Adolescent,Football,FiveThou,Older,Thousand,,False,Normal,Adventurous,False,False,Economy,,Prole,Rural,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Expert,Senior,EggShell,TwentyThou,Current,Thousand,,True,Excellent,Cautious,False,True,SportsCar,,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,True,Poor
Zero,Normal,Adolescent,Football,Domino,Older,Thousand,,False,Normal,Normal,False,False,FamilySedan,,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,EggShell,FiftyThou,Older,Thousand,,False,Normal,Normal,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adolescent,Tank,FiftyThou,Older,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adolescent,Football,TwentyThou,Current,Thousand,Mild,True,Poor,Normal,True,True,Luxury,Mild,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adult,Football,TwentyThou,Older,Thousand,Moderate,True,Poor,Cautious,False,False,FamilySedan,Moderate,Middle,Secure,HundredThou,TenThou,False,TenThou,Thousand,False,False,TenThou,False,Fair
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,False,Normal,Normal,False,True,SportsCar,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
One,Normal,Adolescent,EggShell,FiveThou,Current,Thousand,,False,Normal,Adventurous,True,True,SportsCar,,Middle,City,TenThou,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Expert,Adult,EggShell,TwentyThou,Older,Thousand,,False,Excellent,Normal,False,False,Economy,,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Expert,Senior,Tank,TwentyThou,Older,Thousand,,True,Excellent,Cautious,False,False,FamilySedan,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,True,Good
