DrivHist,DrivingSkill,Age,RuggedAuto,Mileage,VehicleYear,ILiCost,ThisCarDam,AntiTheft,DrivQuality,RiskAversion,GoodStudent,OtherCar,MakeModel,Accident,SocioEcon,HomeBase,PropCost,CarValue,Antilock,ThisCarCost,OtherCarCost,Theft,Airbag,MedCost,SeniorTrain,Cushioning
Many,SubStandard,Senior,EggShell,TwentyThou,Older,Thousand,Moderate,False,Poor,Adventurous,False,False,SportsCar,Moderate,Prole,City,TenThou,TenThou,False,TenThou,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Tank,FiftyThou,Older,Thousand,,True,Normal,Normal,False,True,FamilySedan,,Middle,Secure,TenThou,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,,True,Normal,Cautious,False,True,Economy,,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Senior,Tank,Domino,Current,Thousand,Severe,True,Poor,Normal,False,True,FamilySedan,Severe,UpperMiddle,Secure,HundredThou,TenThou,False,TenThou,HundredThou,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Tank,TwentyThou,Older,Thousand,,True,Normal,Cautious,False,False,FamilySedan,,Middle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,,True,Normal,Cautious,False,False,FamilySedan,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Senior,EggShell,FiftyThou,Older,Thousand,,False,Normal,Normal,False,True,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adolescent,Football,FiftyThou,Older,Thousand,Mild,False,Poor,Adventurous,False,False,FamilySedan,Moderate,Middle,Rural,HundredThou,FiveThou,False,Thousand,HundredThou,False,False,Thousand,False,Fair
Zero,Normal,Adult,Football,FiftyThou,Current,Thousand,,True,Normal,Normal,False,True,FamilySedan,,Middle,Suburb,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,EggShell,FiveThou,Current,Thousand,,True,Normal,Cautious,False,True,SportsCar,,UpperMiddle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,True,Fair
Many,SubStandard,Senior,EggShell,FiftyThou,Older,Thousand,Moderate,False,Poor,Adventurous,False,False,Economy,Moderate,Prole,Rural,TenThou,FiveThou,False,TenThou,Thousand,False,False,Million,False,Poor
Zero,SubStandard,Adult,EggShell,Domino,Older,Thousand,Severe,True,Poor,Cautious,False,False,Economy,Severe,Prole,City,TenThou,FiveThou,False,TenThou,TenThou,False,False,Thousand,False,Poor
Many,SubStandard,Adult,EggShell,FiveThou,Current,Thousand,,True,Poor,Normal,False,True,FamilySedan,,Middle,Suburb,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Fair
Zero,Normal,Adolescent,EggShell,TwentyThou,Older,Thousand,,False,Normal,Adventurous,True,True,SportsCar,,UpperMiddle,Secure,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Senior,EggShell,TwentyThou,Older,Thousand,,True,Normal,Cautious,False,False,SportsCar,,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
Many,SubStandard,Adult,Football,Domino,Older,Thousand,Mild,False,Poor,Normal,False,True,Economy,Moderate,Prole,City,HundredThou,FiveThou,False,Thousand,HundredThou,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,TwentyThou,Current,Thousand,,True,Normal,Normal,False,True,Economy,,UpperMiddle,Suburb,TenThou,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Poor
Many,SubStandard,Adolescent,EggShell,FiftyThou,Older,Thousand,Moderate,False,Poor,Adventurous,False,False,Economy,Moderate,Prole,City,HundredThou,FiveThou,False,TenThou,HundredThou,False,False,TenThou,False,Poor
Zero,Normal,Adult,EggShell,FiveThou,Current,Thousand,,True,Normal,Cautious,False,True,FamilySedan,,UpperMiddle,Secure,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,EggShell,TwentyThou,Older,Thousand,,True,Normal,Normal,False,True,SportsCar,,UpperMiddle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Expert,Senior,Football,FiftyThou,Current,Thousand,,True,Excellent,Cautious,False,True,FamilySedan,,UpperMiddle,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,True,Good
Zero,Expert,Adolescent,Tank,Domino,Older,Thousand,,False,Excellent,Normal,False,True,FamilySedan,,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adult,Football,FiftyThou,Current,Thousand,,True,Excellent,Cautious,False,True,Economy,,Middle,Secure,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,,True,Excellent,Cautious,False,True,FamilySedan,,Middle,Secure,TenThou,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,EggShell,Domino,Older,Thousand,,False,Excellent,Adventurous,False,True,SportsCar,,UpperMiddle,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Expert,Senior,EggShell,TwentyThou,Older,Thousand,,True,Excellent,Cautious,False,False,SportsCar,,Prole,City,Thousand,FiveThou,True,Thousand,Thousand,False,False,Thousand,True,Fair
Zero,Normal,Senior,EggShell,Domino,Older,Thousand,,False,Normal,Cautious,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
Zero,Expert,Senior,EggShell,FiftyThou,Older,Thousand,,True,Excellent,Cautious,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,True,Fair
Many,SubStandard,Adolescent,Tank,FiveThou,Older,Thousand,,True,Poor,Normal,False,True,FamilySedan,Mild,Middle,Suburb,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,Mild,False,Poor,Adventurous,False,True,Economy,Mild,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adolescent,EggShell,TwentyThou,Older,Thousand,Severe,False,Poor,Normal,False,False,Economy,Severe,Prole,City,TenThou,TenThou,False,TenThou,Thousand,False,True,HundredThou,False,Poor
Zero,Normal,Adult,Football,TwentyThou,Current,Thousand,,True,Excellent,Cautious,False,True,Economy,,Middle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,EggShell,FiveThou,Older,Thousand,,True,Normal,Cautious,False,True,Economy,,Middle,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adolescent,EggShell,TwentyThou,Older,Thousand,,False,Normal,Normal,False,True,Economy,,Prole,Rural,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Football,FiftyThou,Current,Thousand,,True,Excellent,Cautious,False,True,FamilySedan,,Middle,Secure,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,Tank,FiftyThou,Older,Thousand,,True,Poor,Normal,False,False,Luxury,,UpperMiddle,Rural,TenThou,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adolescent,EggShell,FiftyThou,Older,Thousand,,False,Excellent,Adventurous,True,True,Economy,,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
One,Normal,Adolescent,EggShell,FiftyThou,Older,Thousand,,False,Excellent,Adventurous,False,True,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Expert,Adult,Tank,TwentyThou,Older,Thousand,,False,Excellent,Adventurous,False,True,FamilySedan,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,FiftyThou,Current,Thousand,,True,Normal,Normal,False,True,Economy,,Middle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Senior,EggShell,TwentyThou,Older,Thousand,Mild,False,Poor,Normal,False,False,Economy,Mild,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,True,Normal,Normal,False,False,Economy,,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,,True,Normal,Cautious,False,True,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,EggShell,Domino,Older,Thousand,Severe,False,Poor,Normal,False,True,Economy,Severe,Prole,City,HundredThou,FiveThou,False,TenThou,TenThou,False,False,HundredThou,False,Poor
Many,Normal,Adolescent,EggShell,FiftyThou,Older,Thousand,,False,Normal,Adventurous,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Tank,FiftyThou,Older,Thousand,,True,Normal,Cautious,False,True,FamilySedan,,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adult,Tank,FiftyThou,Older,Thousand,Severe,False,Poor,Normal,False,True,FamilySedan,Severe,Middle,Secure,HundredThou,TwentyThou,False,HundredThou,TenThou,False,False,Thousand,False,Good
One,Normal,Adult,EggShell,TwentyThou,Older,Thousand,,False,Excellent,Adventurous,False,False,FamilySedan,,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,Normal,Adult,EggShell,TwentyThou,Older,Thousand,,False,Normal,Normal,False,True,Economy,,Prole,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Senior,Football,TwentyThou,Current,Thousand,Mild,True,Normal,Cautious,False,True,Luxury,Mild,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,Moderate,False,Poor,Adventurous,False,True,Economy,Moderate,Prole,City,TenThou,FiveThou,False,TenThou,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adult,EggShell,FiftyThou,Older,Thousand,Mild,False,Poor,Adventurous,False,False,Economy,Mild,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,SubStandard,Senior,Football,TwentyThou,Current,Thousand,Severe,True,Poor,Cautious,False,True,Economy,Severe,UpperMiddle,Secure,TenThou,TenThou,False,TenThou,Thousand,False,True,Thousand,True,Excellent
Zero,Normal,Adult,Tank,TwentyThou,Current,Thousand,,False,Normal,Normal,False,True,Luxury,,UpperMiddle,Suburb,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,Tank,FiftyThou,Older,Thousand,Severe,False,Poor,Adventurous,False,False,FamilySedan,Severe,Middle,Suburb,TenThou,FiveThou,False,TenThou,TenThou,False,False,HundredThou,False,Good
One,SubStandard,Adult,Football,FiftyThou,Older,Thousand,,False,Poor,Normal,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Football,FiftyThou,Older,Thousand,,True,Normal,Normal,False,True,FamilySedan,,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Senior,EggShell,TwentyThou,Older,Thousand,,False,Normal,Normal,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Fair
Zero,Normal,Adolescent,Tank,TwentyThou,Older,Thousand,,False,Normal,Adventurous,False,True,FamilySedan,,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Excellent
One,SubStandard,Senior,Football,TwentyThou,Older,Thousand,Moderate,True,Poor,Cautious,False,True,FamilySedan,Moderate,Prole,City,HundredThou,TwentyThou,False,HundredThou,Thousand,False,False,HundredThou,True,Fair
Zero,Normal,Senior,Football,TwentyThou,Older,Thousand,,True,Normal,Cautious,False,True,FamilySedan,,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Good
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,False,Normal,Normal,False,True,Economy,,Middle,Suburb,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,FiftyThou,Current,Thousand,,True,Normal,Normal,False,True,Luxury,,UpperMiddle,Secure,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Expert,Adult,Football,TwentyThou,Older,Thousand,,True,Excellent,Normal,False,False,FamilySedan,,Prole,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Senior,EggShell,TwentyThou,Current,Thousand,,True,Normal,Cautious,False,True,SportsCar,,Wealthy,Secure,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,True,Fair
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,Mild,True,Normal,Normal,False,True,Economy,Mild,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,TenThou,False,Poor
Zero,Normal,Adult,Football,TwentyThou,Current,Thousand,,True,Normal,Cautious,False,False,FamilySedan,,UpperMiddle,Secure,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
One,Normal,Adult,EggShell,FiveThou,Older,Thousand,,False,Normal,Normal,False,False,Economy,,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,Normal,Adolescent,EggShell,FiftyThou,Current,Thousand,,False,Normal,Adventurous,False,False,Economy,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Fair
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,,False,Normal,Adventurous,False,True,Economy,,Middle,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,Tank,FiftyThou,Older,Thousand,,True,Normal,Cautious,False,False,FamilySedan,,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Senior,Football,FiveThou,Current,Thousand,,False,Normal,Normal,False,True,Economy,,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,True,Excellent
One,SubStandard,Adolescent,Football,Domino,Older,Million,Severe,True,Poor,Cautious,False,True,FamilySedan,Severe,Prole,City,Million,FiveThou,False,TenThou,HundredThou,False,False,Thousand,False,Fair
Zero,Normal,Senior,Football,TwentyThou,Current,Thousand,,True,Normal,Cautious,False,True,Luxury,,UpperMiddle,Secure,TenThou,FiftyThou,True,Thousand,Thousand,False,True,Thousand,True,Excellent
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,,False,Poor,Adventurous,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Expert,Senior,EggShell,Domino,Older,Thousand,,True,Excellent,Cautious,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
Zero,Normal,Senior,Tank,FiftyThou,Older,Thousand,,False,Normal,Normal,False,False,FamilySedan,,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Adult,Football,FiveThou,Current,Thousand,Moderate,False,Poor,Normal,False,True,FamilySedan,Moderate,Middle,Rural,HundredThou,TwentyThou,False,HundredThou,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adult,Tank,TwentyThou,Current,Thousand,Severe,True,Poor,Normal,False,False,FamilySedan,Severe,UpperMiddle,Secure,HundredThou,TwentyThou,False,HundredThou,TenThou,False,True,Thousand,False,Excellent
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,True,Excellent,Cautious,False,True,Economy,,Middle,Secure,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Senior,EggShell,FiveThou,Older,Thousand,,False,Normal,Normal,False,True,Economy,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,True,Poor
Zero,Normal,Senior,Football,TwentyThou,Current,Thousand,,True,Normal,Normal,False,True,FamilySedan,,UpperMiddle,Suburb,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,True,Excellent
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,,True,Normal,Cautious,False,True,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,SubStandard,Adult,Football,FiftyThou,Current,TenThou,Moderate,False,Poor,Normal,False,True,FamilySedan,Moderate,Prole,City,HundredThou,TwentyThou,False,HundredThou,Thousand,False,True,Thousand,False,Good
Zero,Expert,Adult,EggShell,Domino,Older,Thousand,,False,Excellent,Adventurous,False,False,Economy,,Prole,Rural,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,Normal,Adult,Football,FiftyThou,Current,Thousand,Mild,False,Poor,Psychopath,False,False,Economy,Mild,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,EggShell,FiftyThou,Current,Thousand,,True,Normal,Cautious,False,True,FamilySedan,,Middle,Secure,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Poor
One,Normal,Adult,Football,FiftyThou,Current,Thousand,,True,Normal,Cautious,False,True,FamilySedan,,Middle,Secure,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Senior,EggShell,FiftyThou,Older,Thousand,,True,Normal,Cautious,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
Zero,Normal,Adult,Football,FiveThou,Current,Thousand,,True,Normal,Normal,False,True,Luxury,,UpperMiddle,Rural,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Expert,Senior,Tank,FiftyThou,Current,Thousand,,True,Excellent,Cautious,False,True,FamilySedan,,UpperMiddle,Secure,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,True,Excellent
Many,SubStandard,Adult,Football,TwentyThou,Current,Thousand,,False,Poor,Adventurous,False,True,SportsCar,,UpperMiddle,Suburb,Thousand,TenThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,,False,Poor,Normal,False,False,SportsCar,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Many,Normal,Adult,Football,TwentyThou,Current,Thousand,,False,Poor,Adventurous,False,True,FamilySedan,,Middle,City,TenThou,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Football,Domino,Current,Thousand,,False,Excellent,Adventurous,False,False,FamilySedan,,Middle,Suburb,TenThou,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Senior,Football,FiftyThou,Current,Thousand,,False,Normal,Normal,False,True,Economy,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,True,Good
Zero,Normal,Senior,Football,Domino,Older,Thousand,,True,Normal,Normal,False,False,FamilySedan,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,Normal,Adult,EggShell,FiftyThou,Older,Thousand,Moderate,False,Poor,Psychopath,False,True,Economy,Moderate,Prole,City,TenThou,FiveThou,False,TenThou,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adult,EggShell,TwentyThou,Older,Thousand,Severe,False,Poor,Normal,False,False,Economy,Moderate,Prole,City,TenThou,FiveThou,False,TenThou,Thousand,False,True,Thousand,False,Poor
Zero,Expert,Adult,Football,FiveThou,Current,Thousand,,False,Excellent,Normal,False,True,Economy,,Prole,City,TenThou,FiveThou,False,TenThou,Thousand,True,True,Thousand,False,Fair
Zero,Normal,Adult,Tank,FiftyThou,Older,Thousand,Severe,False,Poor,Adventurous,False,False,FamilySedan,Severe,Prole,City,HundredThou,TenThou,False,TenThou,HundredThou,False,True,Thousand,False,Excellent
Zero,Expert,Adult,EggShell,FiftyThou,Older,Thousand,,False,Excellent,Adventurous,False,True,Economy,,Middle,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,Normal,Adolescent,Tank,TwentyThou,Current,Thousand,,False,Excellent,Adventurous,False,True,FamilySedan,,UpperMiddle,Suburb,Thousand,TwentyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Adolescent,Football,TwentyThou,Older,Thousand,,False,Poor,Normal,False,True,FamilySedan,,Middle,Suburb,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Tank,TwentyThou,Older,Thousand,,False,Normal,Normal,False,False,FamilySedan,,Middle,Suburb,TenThou,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adolescent,EggShell,TwentyThou,Current,Thousand,,True,Normal,Normal,True,True,Luxury,,UpperMiddle,Secure,TenThou,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Poor
Zero,Normal,Senior,EggShell,TwentyThou,Older,Thousand,,True,Normal,Cautious,False,True,FamilySedan,,Prole,City,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,True,Fair
Zero,Normal,Adult,Football,TwentyThou,Current,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Middle,Rural,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Many,Expert,Adult,Football,TwentyThou,Current,Thousand,,False,Excellent,Adventurous,False,True,FamilySedan,,Middle,City,Thousand,TwentyThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,Football,TwentyThou,Current,Thousand,,False,Normal,Normal,False,True,Economy,,Middle,Rural,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
Many,SubStandard,Senior,EggShell,FiftyThou,Older,Thousand,Mild,False,Poor,Normal,False,True,SportsCar,Mild,Prole,City,TenThou,TenThou,False,TenThou,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,EggShell,Domino,Current,Thousand,,False,Normal,Normal,False,False,Economy,,Prole,City,TenThou,TenThou,False,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adolescent,Football,TwentyThou,Older,Thousand,,True,Poor,Cautious,False,True,FamilySedan,,Prole,City,TenThou,FiveThou,False,Thousand,Thousand,False,True,Thousand,False,Excellent
One,Normal,Adult,Football,TwentyThou,Older,Thousand,,False,Normal,Adventurous,False,False,FamilySedan,,Prole,Rural,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Expert,Senior,EggShell,FiveThou,Older,Thousand,,True,Excellent,Cautious,False,True,Economy,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,True,Poor
One,Normal,Adolescent,Tank,TwentyThou,Older,Thousand,Mild,False,Poor,Adventurous,False,True,FamilySedan,Severe,Middle,Suburb,HundredThou,FiveThou,False,Thousand,HundredThou,False,False,Thousand,False,Excellent
Many,SubStandard,Adult,EggShell,FiftyThou,Current,Thousand,Severe,True,Poor,Normal,False,True,SportsCar,Severe,UpperMiddle,Secure,HundredThou,TwentyThou,False,HundredThou,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adolescent,EggShell,TwentyThou,Current,Thousand,Moderate,False,Poor,Normal,False,False,FamilySedan,Mild,Prole,City,HundredThou,TwentyThou,True,HundredThou,Thousand,False,True,Thousand,False,Fair
Many,SubStandard,Adult,Football,FiftyThou,Older,Thousand,Severe,True,Poor,Normal,False,True,Luxury,Severe,UpperMiddle,Suburb,HundredThou,TwentyThou,False,HundredThou,HundredThou,False,False,Thousand,False,Good
Zero,Normal,Senior,EggShell,FiftyThou,Current,Thousand,,True,Excellent,Cautious,False,True,Economy,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,True,Thousand,True,Good
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,,False,Normal,Normal,False,True,FamilySedan,,Middle,Secure,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,False,Normal,Normal,False,True,Economy,,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Many,SubStandard,Adolescent,Tank,TwentyThou,Current,Thousand,,True,Poor,Normal,True,True,Luxury,,UpperMiddle,Suburb,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adolescent,EggShell,FiftyThou,Older,Thousand,Mild,False,Poor,Adventurous,False,False,Economy,Mild,Prole,City,TenThou,FiveThou,False,TenThou,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adult,Football,Domino,Older,Thousand,,False,Poor,Adventurous,False,True,FamilySedan,,Middle,Suburb,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Many,SubStandard,Senior,Tank,TwentyThou,Older,Thousand,,True,Poor,Normal,False,True,Luxury,,UpperMiddle,Secure,TenThou,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adult,EggShell,TwentyThou,Older,Thousand,,False,Excellent,Adventurous,False,False,Economy,,Prole,Rural,TenThou,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Poor
Zero,Normal,Adolescent,Tank,TwentyThou,Older,Thousand,,False,Excellent,Adventurous,False,True,FamilySedan,,Middle,Suburb,Thousand,TwentyThou,False,Thousand,Thousand,False,False,Thousand,False,Good
Zero,Normal,Adult,EggShell,FiftyThou,Older,Thousand,,True,Normal,Normal,False,False,Economy,,Prole,City,Thousand,FiveThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
Zero,Normal,Adolescent,Football,Domino,Current,Thousand,,False,Normal,Adventurous,True,True,Luxury,,UpperMiddle,Rural,Thousand,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Good
Many,SubStandard,Adult,Tank,TwentyThou,Current,Thousand,Mild,True,Poor,Normal,False,True,Luxury,Mild,UpperMiddle,Suburb,TenThou,FiftyThou,True,Thousand,Thousand,False,True,Thousand,False,Excellent
Zero,Normal,Adult,Football,TwentyThou,Older,Thousand,Moderate,False,Poor,Adventurous,False,True,FamilySedan,Moderate,Prole,City,HundredThou,TwentyThou,False,HundredThou,HundredThou,False,False,HundredThou,False,Fair
Many,Normal,Adolescent,Football,TwentyThou,Older,Thousand,Mild,False,Poor,Adventurous,False,True,FamilySedan,Mild,Prole,City,Thousand,TenThou,False,Thousand,Thousand,False,False,Thousand,False,Fair
